Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
32,aidan Bolen,3.0,9.0,1.0,11.0,0.727,1.0,1.0,3.0,0.0,8.0,1.0,1.0,0.0,0.0,11.5,Home
22,sean Carlson,3.0,9.0,3.0,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.5,Home
12,matthew Degnan,3.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Home
24,ty Heater,3.0,2.0,4.0,7.0,-0.286,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Home
23,zach Moreano,3.0,5.0,1.0,14.0,0.286,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,6.5,Home
10,benjamin Schultz,3.0,5.0,1.0,9.0,0.444,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,11.0,Home
14,quinby Dahl,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Home
3,garrett Mcnelis,3.0,5.0,3.0,13.0,0.154,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5,Home
6,colin Schaefer,3.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,Home
4,max Sellers,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,Home
5,ayaaz Arif,3.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Visitor
10,marcin Hoffman,3.0,6.0,9.0,29.0,-0.103,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,Visitor
8,timothy Johnson,3.0,1.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Visitor
11,elijah Mosher,3.0,3.0,0.0,6.0,0.5,17.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,Visitor
17,jackson Stella,3.0,4.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Visitor
7,david Vales,3.0,6.0,3.0,16.0,0.188,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,Visitor
15,van Gaetto,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,Visitor
1,dionte Garcia,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Visitor
18,leon Gudzovski,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Visitor
5,A garcia Fernandez,3.0,16.0,3.0,31.0,0.419,1.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,20.0,Home
4,Christopher Gil,3.0,1.0,0.0,1.0,1.0,19.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Home
6,Aaron Huang,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,Home
1,Luis Palacio,3.0,3.0,2.0,10.0,0.1,1.0,1.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,5.0,Home
3,Delfy Soler,3.0,12.0,5.0,28.0,0.25,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,Home
23,Jacob Zarges,3.0,5.0,3.0,12.0,0.167,12.0,1.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,6.5,Home
2,Nathan Caldwell,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,Home
14,Jacob Lotts,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Home
14,Rafa Artero,3.0,2.0,0.0,6.0,0.333,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.5,Visitor
15,John Bellafronte,3.0,3.0,1.0,15.0,0.133,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,Visitor
3,Joshua fernandez Gar,3.0,1.0,0.0,6.0,0.167,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,Visitor
9,Pedro de Jesus,3.0,8.0,8.0,23.0,0.0,1.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,10.0,Visitor
2,Collin Liedke,3.0,1.0,2.0,10.0,-0.1,19.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Visitor
