Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
9,luke Boyer,3.0,2.0,1.0,7.0,0.143,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.5,NYU
13,buddy Cohen,3.0,1.0,2.0,9.0,-0.111,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,NYU
20,emerson Evans,3.0,6.0,2.0,19.0,0.211,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,NYU
15,ry Kagan,3.0,7.0,1.0,11.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,NYU
5,devyn Nguyen,3.0,0.0,1.0,1.0,-1.0,16.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.5,NYU
8,lucas Osiecki,3.0,3.0,4.0,18.0,-0.056,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.5,NYU
16,jack Candido,1.0,0.0,2.0,3.0,-0.667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,NYU
1,sachin Dasari,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,NYU
14,jerry Feng,2.0,0.0,1.0,3.0,-0.333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,NYU
3,dylan Hsu,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYU
4,zach Knudsen,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,NYU
12,jake Upham,1.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NYU
23,matthew Warter,3.0,2.0,1.0,5.0,0.2,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,NYU
20,james Browning,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Springfield
9,evan Costley,3.0,11.0,3.0,20.0,0.4,2.0,2.0,3.0,0.0,10.0,0.0,3.0,0.0,0.0,14.5,Springfield
19,brennan Cutter,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,Springfield
8,sam Levinson,3.0,10.0,5.0,29.0,0.172,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,10.5,Springfield
3,dylan Mulvaney,3.0,1.0,3.0,5.0,-0.4,26.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,2.5,Springfield
25,chris Rouleau,3.0,3.0,2.0,7.0,0.143,0.0,2.0,4.0,0.0,2.0,1.0,5.0,0.0,0.0,8.5,Springfield
14,giancarlo Carrion,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,Springfield
5,joel Decamp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,Springfield
4,ricardo Ortiz,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Springfield
15,ethan Walters,3.0,9.0,1.0,16.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,11.5,Springfield
13,ethan Weislo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Springfield
12,owen Kelley,4.0,15.0,6.0,38.0,0.237,1.0,3.0,1.0,3.0,7.0,0.0,2.0,0.0,0.0,19.0,Geneva
4,carter Milroy,4.0,11.0,6.0,28.0,0.179,1.0,0.0,3.0,0.0,7.0,1.0,2.0,1.0,0.0,13.0,Geneva
16,decker Milroy,4.0,4.0,1.0,9.0,0.333,31.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,Geneva
14,evan Puhl,4.0,2.0,3.0,11.0,-0.091,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,Geneva
25,alex Smith,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Geneva
13,andrew Ubinger,4.0,12.0,5.0,43.0,0.163,1.0,2.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,14.5,Geneva
8,peter Samuelsen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,Geneva
10,joshua Sangrey,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,Geneva
18,daniel Spear,4.0,4.0,1.0,9.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,Geneva
17,matthew Albano,4.0,2.0,0.0,7.0,0.286,47.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,3.5,Hiram
14,colin Brooks,2.0,1.0,0.0,4.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hiram
3,jackson Deubner,4.0,12.0,7.0,31.0,0.161,0.0,0.0,2.0,1.0,14.0,0.0,1.0,0.0,0.0,12.5,Hiram
10,kyle Martini,4.0,14.0,7.0,37.0,0.189,0.0,0.0,3.0,2.0,11.0,0.0,3.0,0.0,0.0,15.5,Hiram
15,garrett Scheidegger,4.0,9.0,1.0,17.0,0.471,2.0,3.0,4.0,0.0,3.0,2.0,3.0,0.0,0.0,15.5,Hiram
9,connor Tilton,4.0,5.0,6.0,18.0,-0.056,0.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,6.5,Hiram
7,jarod Leynes,4.0,8.0,1.0,13.0,0.538,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,9.0,Hiram
11,cullen Sivak,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Hiram
18,dakotah Welsh,3.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,Hiram
7,james Cromwell-young,3.0,8.0,2.0,20.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.5,Thiel
13,jake Dies,3.0,4.0,3.0,17.0,0.059,1.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,9.0,Thiel
5,david Gonzalez,3.0,6.0,4.0,19.0,0.105,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,Thiel
21,ben Lowell,3.0,0.0,3.0,9.0,-0.333,30.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.5,Thiel
51,kaleb Proudfoot,3.0,9.0,1.0,12.0,0.667,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,Thiel
20,will Zimmerman,3.0,3.0,1.0,9.0,0.222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Thiel
9,brandon Gala,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thiel
1,josh Hovan,3.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thiel
3,cameron Long,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Thiel
2,connor Mcinnis,3.0,2.0,0.0,3.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Thiel
15,josh Pugh,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,Thiel
4,aaron Armour,3.0,9.0,5.0,19.0,0.211,4.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,11.0,Mount Union
7,will Heeney,3.0,2.0,1.0,7.0,0.143,37.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,Mount Union
16,max Kaiser,3.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.5,Mount Union
5,jack Mcclure,3.0,18.0,5.0,39.0,0.333,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,18.5,Mount Union
11,jacob Nussdorfer,3.0,10.0,1.0,23.0,0.391,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,Mount Union
10,cameron Weeg,3.0,6.0,2.0,8.0,0.5,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,9.0,Mount Union
6,peyton Koszelak,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,Mount Union
1,jael Martinez,3.0,3.0,1.0,8.0,0.25,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,Purchase
3,nate Matthie,3.0,2.0,5.0,11.0,-0.273,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,Purchase
20,udel Phillips,3.0,4.0,2.0,11.0,0.182,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.5,Purchase
7,ethan Revaitis,2.0,0.0,1.0,2.0,-0.5,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Purchase
4,tyler Ryan,3.0,2.0,3.0,10.0,-0.1,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,Purchase
12,channing Williams,3.0,7.0,7.0,21.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,8.5,Purchase
9,aidan Araza,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Purchase
24,darlin Gil,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Purchase
13,mauricio Ramirez,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purchase
2,paul Binner,3.0,2.0,2.0,6.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,Wilkes
17,jacob Haller,2.0,5.0,0.0,10.0,0.5,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,Wilkes
9,jacob Mages,3.0,9.0,1.0,13.0,0.615,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,11.0,Wilkes
14,jackson Shafer,3.0,11.0,2.0,24.0,0.375,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,12.5,Wilkes
3,zach Shay,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,Wilkes
12,noah Taylor,3.0,10.0,1.0,14.0,0.643,1.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,11.5,Wilkes
8,james Brust,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Wilkes
11,landon Hinton,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wilkes
1,lucas Mages,1.0,3.0,0.0,4.0,0.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Wilkes
13,sam Winter,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Wilkes
5,pedro Barros machado,4.0,4.0,1.0,13.0,0.231,33.0,6.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,10.5,Manhattanville
3,jacob Fletcher,4.0,4.0,0.0,13.0,0.308,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.5,Manhattanville
13,joe Gandarillas,4.0,7.0,11.0,33.0,-0.121,1.0,5.0,6.0,2.0,8.0,0.0,0.0,1.0,0.0,12.0,Manhattanville
11,idris Idris,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,Manhattanville
2,wilton Martinez,4.0,13.0,4.0,34.0,0.265,1.0,4.0,6.0,0.0,7.0,0.0,1.0,1.0,0.0,17.5,Manhattanville
8,emil Morban medrano,4.0,12.0,3.0,29.0,0.31,3.0,2.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,15.0,Manhattanville
10,luis Granados,4.0,3.0,0.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.5,Manhattanville
15,jake Rothluebbers,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Manhattanville
4,nash Torres,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Manhattanville
14,rafa Artero,4.0,5.0,0.0,7.0,0.714,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,Elms
9,pedro Dejesus,4.0,12.0,7.0,33.0,0.152,3.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,1.0,14.0,Elms
3,joshua Fernandez garcia,4.0,1.0,2.0,8.0,-0.125,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,Elms
2,collin Liedke,4.0,6.0,2.0,18.0,0.222,15.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,8.0,Elms
4,algenis Sánchez,4.0,0.0,1.0,4.0,-0.25,2.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,Elms
13,nicholas Uschmann,4.0,9.0,5.0,28.0,0.143,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0,Elms
11,joey Crain,2.0,1.0,1.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Elms
16,samuel Moreno,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Elms
23,racine Camara,4.0,5.0,3.0,14.0,0.143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,Rivier
11,chris Lezon,4.0,3.0,1.0,7.0,0.286,1.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,Rivier
24,sokunbuth Ly,4.0,14.0,4.0,27.0,0.37,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,Rivier
8,ryan Peace,4.0,14.0,3.0,20.0,0.55,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,Rivier
1,neil Rea,4.0,2.0,0.0,5.0,0.4,39.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,Rivier
9,ethan Soltis,4.0,5.0,1.0,10.0,0.4,0.0,3.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,9.0,Rivier
6,matthew Diamond,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Rivier
3,izaviah Hong,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Rivier
7,matthew Mccloskey,1.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,Rivier
2,davin Siharath,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Rivier
