Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
18,landon Brinkley,4.0,15.0,6.0,30.0,0.3,1.0,2.0,5.0,1.0,8.0,0.0,1.0,0.0,0.0,17.5,Home
16,carlyle Campbell,4.0,4.0,3.0,11.0,0.091,1.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,6.0,Home
4,albie Duvall,2.0,2.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Home
1,nicholas Samonte,4.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
10,matthew Sheppard,4.0,5.0,10.0,35.0,-0.143,0.0,0.0,4.0,0.0,8.0,0.0,3.0,2.0,0.0,6.5,Home
2,jamarhe Wills,4.0,6.0,7.0,21.0,-0.048,2.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,8.0,Home
3,jeremiah Bryant,2.0,0.0,1.0,3.0,-0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,Home
14,patrick Gresham,4.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Home
9,siah Hall,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,Home
17,logan Mcconnell,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Home
12,harrison Merrill,4.0,2.0,1.0,6.0,0.167,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Home
6,aiden Parker,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,Home
7,beckham Rombaoa,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Home
23,michael Cummins,4.0,17.0,3.0,30.0,0.467,0.0,0.0,6.0,2.0,8.0,1.0,2.0,0.0,0.0,19.0,Visitor
7,leo Houser,1.0,1.0,0.0,2.0,0.5,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Visitor
2,cj Kingston,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Visitor
13,colin Mendoza,4.0,4.0,1.0,12.0,0.25,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,Visitor
1,jackson Rutkowski,4.0,9.0,6.0,23.0,0.13,1.0,0.0,2.0,0.0,7.0,0.0,3.0,1.0,0.0,10.5,Visitor
12,dominic Wheaton,4.0,6.0,3.0,12.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,Visitor
5,xzaiver Dixson,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Visitor
18,pierce Faulcon,4.0,14.0,1.0,25.0,0.52,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,Visitor
6,benjamin Macleod,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Visitor
3,kaeden Noble,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,Visitor
4,davin Stevenson,3.0,0.0,0.0,1.0,0.0,32.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,3.5,Visitor
7,james Cromwell-young,3.0,5.0,2.0,15.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,Home
13,jake Dies,2.0,1.0,3.0,12.0,-0.167,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.5,Home
6,jc Govannucci,3.0,5.0,2.0,17.0,0.176,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,Home
21,ben Lowell,3.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,Home
51,kaleb Proudfoot,3.0,6.0,3.0,14.0,0.214,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,8.5,Home
20,will Zimmerman,2.0,3.0,0.0,9.0,0.333,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,4.0,Home
34,jackson Claypoole,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Home
9,brandon Gala,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Home
5,david Gonzalez,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Home
35,bryce Lizanich,2.0,2.0,3.0,9.0,-0.111,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,Home
3,cameron Long,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,Home
