Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set,Points,Points/Set
Suny Poly,Jason Aubrey,1,21,7,54,2.57,38,149,.107,5,0.24,7,0.33,34,1.62,85,9,1,4,5,0.24,64.0,3.0
Suny Poly,Ethan Davis,2,3,3,0,0.00,1,2,-.500,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Suny Poly,Peter Gottler,3,23,7,36,1.57,23,121,.107,4,0.17,7,0.30,35,1.52,88,10,1,5,6,0.26,46.5,2.0
Suny Poly,Joshua Slater,4,23,7,14,0.61,3,45,.244,159,6.91,4,0.17,36,1.57,1,0,1,4,5,0.22,21.0,0.9
Suny Poly,Brendan Palmer,5,23,7,1,0.04,0,2,.500,5,0.22,1,0.04,41,1.78,74,8,0,0,0,0.00,2.0,0.1
Suny Poly,Forest Chaput,6,22,7,0,0.00,1,1,-1.000,2,0.09,2,0.09,19,0.86,97,13,0,0,0,0.00,2.0,0.1
Suny Poly,Thomas McNulty,7,18,6,10,0.56,14,47,-.085,1,0.06,1,0.06,21,1.17,41,1,1,0,1,0.06,12.0,0.7
Suny Poly,Dylan Acampora,9,10,5,5,0.50,4,15,.067,0,0.00,0,0.00,2,0.20,0,0,0,2,2,0.20,6.0,0.6
Suny Poly,Aidan Snover,10,6,4,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,9,1,0,0,0,0.00,0.0,0.0
Suny Poly,James Mion,13,23,7,37,1.61,8,89,.326,1,0.04,3,0.13,13,0.57,0,0,6,5,11,0.48,48.5,2.1
Suny Poly,Nate Jennings,17,8,5,5,0.63,4,18,.056,0,0.00,0,0.00,2,0.25,6,0,0,0,0,0.00,5.0,0.6
Suny Poly,Jordan Weir,18,23,7,36,1.57,12,79,.304,1,0.04,7,0.30,4,0.17,1,0,3,10,13,0.57,51.0,2.2
Suny Poly,Pin Chi Liang,23,1,1,0,0.00,0,1,.000,0,0.00,0,0.00,1,1.00,4,0,0,0,0,0.00,0.0,0.0
Suny Poly,Quighan Cai,24,3,2,1,0.33,1,4,.000,0,0.00,0,0.00,1,0.33,2,2,0,0,0,0.00,1.0,0.3
