Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
13,Bryan Choute,2.0,4.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,Immaculata
24,Evan Clarke,2.0,0.0,1.0,2.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Immaculata
6,Teagan Dewees,2.0,0.0,1.0,8.0,-0.125,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,Immaculata
12,Laban Genzlinger,2.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,Immaculata
17,Blake Halterman,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Immaculata
7,Adan Rodriguez-sapien,2.0,0.0,2.0,7.0,-0.286,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,Immaculata
27,Troy Billingslea,2.0,0.0,2.0,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Immaculata
4,Christian Paredes,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Immaculata
12,Jack Debes,2.0,4.0,1.0,11.0,0.273,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.5,Bryn Athyn
5,Brandon Fox,2.0,2.0,0.0,3.0,0.667,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.5,Bryn Athyn
13,Joe Martell,2.0,0.0,0.0,9.0,0.0,18.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Bryn Athyn
9,Josh Mcgurl,2.0,8.0,1.0,16.0,0.438,0.0,1.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,9.5,Bryn Athyn
10,Matthew Pfister,2.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,Bryn Athyn
2,Michael Prall,2.0,3.0,2.0,6.0,0.167,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.5,Bryn Athyn
1,Brandon Lieberman,2.0,1.0,0.0,4.0,0.25,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,Bryn Athyn
4,Ethan Ngo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryn Athyn
20,aj Bagby,4.0,1.0,3.0,5.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,Buffalo St.
10,ben Childers,5.0,5.0,0.0,8.0,0.625,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,6.5,Buffalo St.
5,nate Mcghee,5.0,9.0,6.0,32.0,0.094,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,11.0,Buffalo St.
12,tyler Oaks,5.0,1.0,0.0,6.0,0.167,25.0,1.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,2.5,Buffalo St.
13,walter Spurlock,5.0,4.0,5.0,16.0,-0.063,0.0,0.0,4.0,0.0,6.0,1.0,1.0,2.0,0.0,5.5,Buffalo St.
11,david Ward,5.0,8.0,3.0,33.0,0.152,0.0,0.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,9.0,Buffalo St.
17,jackson Debok,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Buffalo St.
2,rey De la cruz,5.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,Buffalo St.
19,pierce Donnelly,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo St.
15,jose Melendez,3.0,2.0,1.0,6.0,0.167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Buffalo St.
8,andre Mills,3.0,2.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Buffalo St.
4,jamaury Starks,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,Buffalo St.
8,malachi Jackson,3.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,East. Mennonite
14,george Muriel,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East. Mennonite
3,jackson Stang,5.0,1.0,0.0,3.0,0.333,47.0,1.0,5.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,East. Mennonite
4,kaden Strong,5.0,12.0,3.0,21.0,0.429,0.0,1.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,13.5,East. Mennonite
9,gavin Wilczewski,5.0,6.0,7.0,29.0,-0.034,2.0,2.0,4.0,0.0,11.0,0.0,3.0,1.0,1.0,9.5,East. Mennonite
10,jake Woelfel,5.0,20.0,16.0,51.0,0.078,0.0,3.0,7.0,0.0,13.0,2.0,1.0,0.0,0.0,25.5,East. Mennonite
