Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set,Points,Points/Set
Rivier,Kyan Leahy,23,24,11,23,0.96,9,46,.304,0,0.00,17,0.71,8,0.33,3,0,1,1,2,0.08,41.5,1.7
Rivier,Sokunbuth Ly,24,88,25,247,2.81,93,600,.257,10,0.11,15,0.17,157,1.78,367,19,15,31,46,0.52,292.5,3.3
Rivier,Isaac Borges,30,85,25,173,2.04,90,401,.207,9,0.11,27,0.32,46,0.54,59,3,5,30,35,0.41,220.0,2.6
Maranatha Baptist,Drew Smith,01,88,29,36,0.41,72,256,-.141,9,0.10,16,0.18,82,0.93,298,50,0,8,8,0.09,56.0,0.6
Maranatha Baptist,Zach Mueller,02,94,31,28,0.30,45,191,-.089,275,2.93,18,0.19,118,1.26,100,12,3,14,17,0.18,56.0,0.6
Maranatha Baptist,Ben Yenger,03,9,6,2,0.22,0,2,1.000,0,0.00,0,0.00,1,0.11,13,4,0,0,0,0.00,2.0,0.2
Maranatha Baptist,Matthew Harris,04,75,28,3,0.04,14,45,-.244,3,0.04,8,0.11,25,0.33,147,25,0,0,0,0.00,11.0,0.1
Maranatha Baptist,Toby Bellrichard,05,70,26,0,0.00,8,25,-.320,1,0.01,0,0.00,52,0.74,226,56,0,0,0,0.00,0.0,0.0
Maranatha Baptist,Caleb Goetz,06,17,10,0,0.00,3,13,-.231,0,0.00,0,0.00,1,0.06,8,4,1,1,2,0.12,1.5,0.1
Maranatha Baptist,Tyler Lacock,07,93,31,78,0.84,61,269,.063,4,0.04,7,0.08,22,0.24,24,4,12,29,41,0.44,111.5,1.2
Maranatha Baptist,Jordan Hoffmann,08,79,26,1,0.01,8,43,-.163,16,0.20,0,0.00,158,2.00,502,55,0,0,0,0.00,1.0,0.0
Maranatha Baptist,Luke Nason,10,23,14,0,0.00,1,2,-.500,0,0.00,0,0.00,7,0.30,45,6,0,0,0,0.00,0.0,0.0
Maranatha Baptist,Daniel Says,12,94,31,121,1.29,116,470,.011,2,0.02,6,0.06,90,0.96,266,37,3,23,26,0.28,141.5,1.5
Maranatha Baptist,Titus Huston,13,80,27,49,0.61,49,189,.000,0,0.00,2,0.03,40,0.50,106,13,2,26,28,0.35,66.0,0.8
Maranatha Baptist,Jonathan Knight,16,5,4,1,0.20,0,1,1.000,1,0.20,0,0.00,0,0.00,7,4,0,0,0,0.00,1.0,0.2
Maranatha Baptist,Jacob Valeria,17,84,30,124,1.48,86,431,.088,4,0.05,5,0.06,21,0.25,63,15,12,22,34,0.40,152.0,1.8
Maranatha Baptist,Josiah Scott,20,60,23,0,0.00,9,23,-.391,87,1.45,5,0.08,40,0.67,9,4,0,0,0,0.00,5.0,0.1
Penn St Altoona,Xavier Vang,1,90,24,19,0.21,21,113,-.018,668,7.42,19,0.21,139,1.54,10,4,11,19,30,0.33,58.5,0.7
Penn St Altoona,Jeremy Winter,2,90,24,5,0.06,4,21,.048,31,0.34,0,0.00,219,2.43,617,38,0,0,0,0.00,5.0,0.1
Penn St Altoona,Avery Farabaugh,3,87,23,230,2.64,153,671,.115,6,0.07,19,0.22,130,1.49,525,56,15,19,34,0.39,273.5,3.1
Penn St Altoona,Justin Fleck,4,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,1,0,0,0,0,0.00,0.0,0.0
Penn St Altoona,Willem Del Priore,5,90,24,164,1.82,119,513,.088,10,0.11,23,0.26,167,1.86,252,29,7,16,23,0.26,202.0,2.2
Penn St Altoona,Julian Paz,7,18,6,0,0.00,0,0,-,0,0.00,0,0.00,2,0.11,1,0,0,0,0,0.00,0.0,0.0
Penn St Altoona,Thomas Gelman,8,21,13,0,0.00,3,6,-.500,0,0.00,1,0.05,3,0.14,0,0,0,0,0,0.00,1.0,0.0
Penn St Altoona,Ethan Sherman,10,5,4,0,0.00,0,1,.000,0,0.00,0,0.00,1,0.20,0,0,0,0,0,0.00,0.0,0.0
Penn St Altoona,Alex Ferry,13,90,24,24,0.27,34,117,-.085,2,0.02,5,0.06,25,0.28,2,1,3,26,29,0.32,45.0,0.5
Penn St Altoona,Darren Hall,16,1,1,0,0.00,1,1,-1.000,0,0.00,0,0.00,1,1.00,0,0,0,0,0,0.00,0.0,0.0
Penn St Altoona,Jared Kish,17,90,24,206,2.29,129,668,.115,8,0.09,11,0.12,128,1.42,262,24,10,18,28,0.31,236.0,2.6
Penn St Altoona,Connor Ebersole,18,90,24,135,1.50,46,302,.295,4,0.04,14,0.16,34,0.38,1,0,26,39,65,0.72,194.5,2.2
Penn St Altoona,Shane Evans,19,32,15,5,0.16,2,8,.375,0,0.00,3,0.09,8,0.25,6,1,0,0,0,0.00,8.0,0.3
Concordia Wisconsin,Garrett Jansen,3,55,19,0,0.00,1,5,-.200,20,0.36,0,0.00,89,1.62,338,19,0,0,0,0.00,0.0,0.0
Concordia Wisconsin,Ian Sandfort,5,6,4,0,0.00,2,4,-.500,0,0.00,1,0.17,7,1.17,0,0,0,0,0,0.00,1.0,0.2
Concordia Wisconsin,Andy Ellingham,6,88,25,78,0.89,20,157,.369,4,0.05,23,0.26,32,0.36,3,0,6,58,64,0.73,136.0,1.5
Concordia Wisconsin,Ben Kayser,7,89,25,253,2.84,123,686,.190,23,0.26,19,0.21,169,1.90,477,15,2,32,34,0.38,290.0,3.3
Concordia Wisconsin,Parker Pearson,8,74,23,2,0.03,1,5,.200,25,0.34,1,0.01,142,1.92,321,21,0,0,0,0.00,3.0,0.0
Concordia Wisconsin,Michael Burns,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Concordia Wisconsin,Tate Miller,10,89,25,181,2.03,121,543,.110,14,0.16,14,0.16,104,1.17,353,18,2,44,46,0.52,219.0,2.5
Concordia Wisconsin,Spencer Herman,11,84,24,306,3.64,118,734,.256,15,0.18,32,0.38,194,2.31,16,1,3,56,59,0.70,369.0,4.4
Concordia Wisconsin,Alex Holland,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Concordia Wisconsin,Logan Kebisek,13,90,25,48,0.53,9,118,.331,823,9.14,12,0.13,153,1.70,6,0,4,28,32,0.36,78.0,0.9
Concordia Wisconsin,Lucas Beres,15,88,25,133,1.51,44,262,.340,10,0.11,30,0.34,45,0.51,4,1,15,90,105,1.19,223.0,2.5
Concordia Wisconsin,Kellen Gonzales,17,50,17,14,0.28,15,43,-.023,4,0.08,11,0.22,36,0.72,49,3,0,3,3,0.06,26.5,0.5
Concordia Wisconsin,Benjamin Groll,19,4,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Concordia Wisconsin,Will Wood,21,5,4,4,0.80,1,13,.231,0,0.00,0,0.00,1,0.20,2,0,0,4,4,0.80,6.0,1.2
Concordia Wisconsin,Chase Ammons,24,12,7,5,0.42,1,11,.364,1,0.08,2,0.17,2,0.17,0,0,2,6,8,0.67,12.0,1.0
Springfield,Carter Durivage,1,32,17,71,2.22,26,137,.328,6,0.19,16,0.50,14,0.44,97,5,2,6,8,0.25,92.0,2.9
Springfield,Seth Brown,2,4,3,2,0.50,0,5,.400,0,0.00,2,0.50,0,0.00,0,0,2,3,5,1.25,7.5,1.9
Springfield,Dylan Mulvaney,3,83,25,23,0.28,6,41,.415,791,9.53,28,0.34,89,1.07,3,1,9,48,57,0.69,84.0,1.0
Springfield,Joel DeCamp,5,81,26,70,0.86,14,142,.394,3,0.04,0,0.00,9,0.11,2,2,3,62,65,0.80,104.0,1.3
Springfield,Noah Weislo,6,76,24,197,2.59,65,424,.311,14,0.18,22,0.29,83,1.09,345,29,3,17,20,0.26,230.5,3.0
Springfield,Talon Kohler,7,23,11,23,1.00,17,55,.109,0,0.00,8,0.35,13,0.57,23,3,0,3,3,0.13,32.5,1.4
Springfield,Sean Dougherty,8,78,27,0,0.00,0,1,.000,3,0.04,0,0.00,25,0.32,81,1,0,0,0,0.00,0.0,0.0
Springfield,Evan Costley,9,76,24,112,1.47,56,253,.221,8,0.11,20,0.26,89,1.17,358,26,0,27,27,0.36,145.5,1.9
Springfield,Rami Moursi,11,5,3,1,0.20,3,6,-.333,0,0.00,0,0.00,0,0.00,0,0,0,1,1,0.20,1.5,0.3
Springfield,Paolo Mondini,12,26,13,4,0.15,0,5,.800,67,2.58,8,0.31,10,0.38,0,0,0,2,2,0.08,13.0,0.5
Springfield,Ethan Weislo,13,69,24,2,0.03,1,3,.333,70,1.01,31,0.45,32,0.46,0,0,0,6,6,0.09,36.0,0.5
Springfield,Giancarlo Carrion,14,28,10,6,0.21,2,12,.333,0,0.00,16,0.57,15,0.54,0,0,0,0,0,0.00,22.0,0.8
Springfield,Ethan Walters,15,14,7,15,1.07,5,31,.323,5,0.36,4,0.29,7,0.50,29,6,0,6,6,0.43,22.0,1.6
Springfield,Will Kirchhoff,16,4,3,4,1.00,2,7,.286,0,0.00,0,0.00,1,0.25,0,0,0,2,2,0.50,5.0,1.3
Springfield,Tyler Simmons,17,29,11,0,0.00,0,0,-,4,0.14,0,0.00,11,0.38,49,6,0,0,0,0.00,0.0,0.0
Springfield,Matt Van Dusen,18,17,11,26,1.53,11,53,.283,0,0.00,4,0.24,10,0.59,37,2,1,2,3,0.18,32.0,1.9
Springfield,Jarrett Anderson,19,83,25,359,4.33,77,684,.412,7,0.08,90,1.08,125,1.51,1,0,2,47,49,0.59,474.5,5.7
Springfield,Braden Gonzales,22,88,27,2,0.02,2,6,.000,34,0.39,0,0.00,162,1.84,398,25,0,0,0,0.00,2.0,0.0
Springfield,Reed Bonkovsky,23,21,10,14,0.67,3,27,.407,0,0.00,0,0.00,5,0.24,1,0,2,9,11,0.52,20.5,1.0
Springfield,Ryan Roller,24,92,28,22,0.24,4,46,.391,5,0.05,50,0.54,36,0.39,22,1,1,0,1,0.01,73.0,0.8
Springfield,Chris Rouleau,25,88,27,128,1.45,38,241,.373,2,0.02,1,0.01,15,0.17,7,0,11,73,84,0.95,176.5,2.0
Elms,Cecil Villa,1,89,29,126,1.42,82,467,.094,24,0.27,7,0.08,142,1.60,430,49,2,1,3,0.03,135.5,1.5
Elms,Collin Liedke,2,89,29,44,0.49,37,209,.033,58,0.65,6,0.07,327,3.67,557,30,1,2,3,0.03,52.0,0.6
Elms,Joshua Fernandez Garcia,3,50,17,13,0.26,22,65,-.138,5,0.10,1,0.02,64,1.28,142,22,0,1,1,0.02,14.5,0.3
Elms,Benjamin Laxton,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elms,Axelmanuel Figueroa Acevedo,5,6,3,3,0.50,2,11,.091,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,3.0,0.5
Elms,Hunter Miket,6,24,8,19,0.79,18,67,.015,1,0.04,2,0.08,8,0.33,6,0,0,0,0,0.00,21.0,0.9
Elms,Jairam Rodriguez,7,88,29,167,1.90,140,649,.042,130,1.48,29,0.33,189,2.15,390,36,2,9,11,0.13,202.5,2.3
Elms,Lewis Torres,8,75,25,18,0.24,12,115,.052,366,4.88,14,0.19,123,1.64,88,6,0,10,10,0.13,37.0,0.5
Elms,Santino Giordano,9,19,11,0,0.00,0,1,.000,0,0.00,0,0.00,15,0.79,2,1,0,0,0,0.00,0.0,0.0
Elms,Leo De Moura,10,18,9,1,0.06,4,10,-.300,2,0.11,0,0.00,10,0.56,5,1,0,1,1,0.06,1.5,0.1
Elms,Jacob Cancel,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elms,Rafa Artero,14,87,29,64,0.74,26,232,.164,5,0.06,3,0.03,33,0.38,2,1,11,16,27,0.31,86.0,1.0
Elms,Moose Perry,15,89,29,165,1.85,85,459,.174,3,0.03,11,0.12,33,0.37,0,0,19,27,46,0.52,208.5,2.3
Elms,Wendell Padilla,17,29,14,19,0.66,23,70,-.057,0,0.00,3,0.10,16,0.55,3,0,1,2,3,0.10,24.0,0.8
Elms,Klaytin Silva,20,47,17,21,0.45,14,85,.082,1,0.02,3,0.06,11,0.23,1,1,9,15,24,0.51,40.5,0.9
