Nazareth,Allen Nate,1,66,23,9,79.5,1.20,67,1.02,38,163,.178,2,0.03,6,0.09,33,39,0.59,3,64,.953,0.05,3,7,10.0,0.15,0,1
Nazareth,Martin Jack,2,21,11,0,3.0,0.14,0,0.00,0,0,0,0,0.00,3,0.14,11,1,0.05,0,0,.000,0.00,0,0,0,0.00,0,0
Nazareth,Terzo Seth,3,97,26,0,2.0,0.02,2,0.02,2,10,.000,60,0.62,0,0.00,0,235,2.42,11,629,.983,0.11,0,0,0,0.00,0,4
Nazareth,Wickens Owen,4,97,26,26,497.0,5.12,417,4.30,163,931,.273,128,1.32,57,0.59,89,189,1.95,9,396,.977,0.09,7,32,39.0,0.40,4,0
Nazareth,Caviness Trent,5,87,24,24,146.5,1.68,94,1.08,37,214,.266,673,7.74,35,0.40,83,168,1.93,4,40,.900,0.05,7,21,28.0,0.32,3,11
Nazareth,Bertino Alex,6,88,26,17,219.0,2.49,187,2.13,77,438,.251,11,0.13,23,0.26,32,74,0.84,14,335,.958,0.16,2,14,16.0,0.18,2,1
Nazareth,Camblin Jackson,7,59,19,1,6.0,0.10,0,0.00,1,2,-.500,3,0.05,6,0.10,19,13,0.22,0,4,1.000,0.00,0,0,0,0.00,0,0
Nazareth,Caimano Anthony,8,10,7,1,13.0,1.30,10,1.00,5,20,.250,0,0.00,0,0.00,2,2,0.20,0,1,1.000,0.00,1,4,5.0,0.50,0,0
Nazareth,Stuver Max,9,94,26,21,214.5,2.28,170,1.81,67,392,.263,263,2.80,7,0.07,39,136,1.45,8,76,.895,0.09,13,49,62.0,0.66,4,4
Nazareth,Cardone Nick,10,17,9,0,2.0,0.12,0,0.00,0,1,.000,1,0.06,2,0.12,10,4,0.24,0,0,.000,0.00,0,0,0,0.00,0,0
Nazareth,Donahue Colin,11,79,23,18,119.0,1.51,85,1.08,26,190,.311,7,0.09,0,0.00,6,13,0.16,1,4,.750,0.01,9,50,59.0,0.75,3,1
Nazareth,Sweet Gavin,12,4,3,0,2.0,0.50,0,0.00,0,0,0,0,0.00,2,0.50,2,1,0.25,0,2,1.000,0.00,0,0,0,0.00,0,0
Nazareth,Jackson Jonathon,13,66,22,3,10.5,0.16,5,0.08,3,22,.091,3,0.05,5,0.08,14,41,0.62,1,12,.917,0.02,0,1,1.0,0.02,0,0
Nazareth,Bodensteiner Andrew,14,86,24,22,125.0,1.45,87,1.01,37,220,.227,5,0.06,9,0.10,19,3,0.03,1,2,.500,0.01,8,42,50.0,0.58,2,0
Nazareth,DeJoy Nathan ,15,39,19,7,58.0,1.49,43,1.10,17,93,.280,1,0.03,0,0.00,1,5,0.13,0,2,1.000,0.00,3,24,27.0,0.69,0,0
Nazareth,Weaver Josh,16,55,19,6,51.5,0.94,46,0.84,31,125,.120,5,0.09,0,0.00,7,17,0.31,0,6,1.000,0.00,1,9,10.0,0.18,0,0
Nazareth,Cote Christopher,17,6,6,1,9.0,1.50,8,1.33,3,18,.278,1,0.17,0,0.00,0,5,0.83,0,0,.000,0.00,0,2,2.0,0.33,0,0
Nazareth,Burda AJ,19,18,10,0,9.0,0.50,6,0.33,2,12,.333,15,0.83,3,0.17,6,10,0.56,0,2,1.000,0.00,0,0,0,0.00,0,0
