Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set
Illinois Wesleyan,Romano Javier,23,63,23,57,0.90,26,155,.200,8,0.13,9,0.14,18,0.29,0,1,9,32,41.0,0.65
Illinois Wesleyan,Warfield Hayden,25,7,3,8,1.14,1,18,.389,1,0.14,0,0.00,2,0.29,0,0,0,2,2.0,0.29
Loras,Menini Cameron,1,42,14,0,0.00,0,0,0,13,0.31,1,0.02,50,1.19,0,22,0,0,0,0.00
Loras,Kessel Kevin,2,43,14,0,0.00,0,1,.000,7,0.16,0,0.00,29,0.67,7,126,0,0,0,0.00
Loras,Dal Degan Hayden,4,23,11,0,0.00,0,0,0,2,0.09,3,0.13,3,0.13,0,0,0,0,0,0.00
Loras,Cummings Quinlan,6,11,6,7,0.64,6,18,.056,0,0.00,0,0.00,4,0.36,0,0,1,2,3.0,0.27
Loras,Horn Joe,8,79,22,71,0.90,19,166,.313,768,9.72,28,0.35,159,2.01,1,12,1,32,33.0,0.42
Loras,Dziewior Michael,10,75,23,119,1.59,31,240,.367,5,0.07,14,0.19,24,0.32,0,3,7,36,43.0,0.57
Loras,Kratochvil Tyler,11,79,23,115,1.46,53,272,.228,5,0.06,7,0.09,46,0.58,0,0,4,26,30.0,0.38
Loras,Beavers Chelan,12,2,2,1,0.50,1,6,.000,0,0.00,0,0.00,2,1.00,0,0,1,2,3.0,1.50
Loras,Godwin Keegan,13,14,5,1,0.07,1,2,.000,12,0.86,2,0.14,2,0.14,0,0,0,0,0,0.00
Loras,Henstein Zach,15,9,6,9,1.00,3,19,.316,0,0.00,2,0.22,4,0.44,0,14,0,1,1.0,0.11
Loras,Wenzel Sean,16,18,8,24,1.33,17,60,.117,1,0.06,4,0.22,5,0.28,0,0,6,5,11.0,0.61
Loras,Nix Clayton,17,2,1,0,0.00,3,7,-.429,1,0.50,0,0.00,2,1.00,0,0,1,1,2.0,1.00
Loras,Chambers Danny,18,10,4,7,0.70,5,21,.095,82,8.20,6,0.60,10,1.00,0,0,0,3,3.0,0.30
Loras,Mahoney Patrick,20,79,23,161,2.04,32,296,.436,12,0.15,36,0.46,35,0.44,0,11,27,77,104.0,1.32
Loras,Anderson JP,22,4,2,0,0.00,0,2,.000,0,0.00,0,0.00,2,0.50,0,0,0,3,3.0,0.75
Loras,Fiorenza Dorian,23,82,22,243,2.96,97,562,.260,15,0.18,43,0.52,106,1.29,36,582,6,28,34.0,0.41
Loras,Filotto Jake,24,86,24,27,0.31,8,61,.311,46,0.53,8,0.09,165,1.92,15,329,1,4,5.0,0.06
Loras,Mayotte Corey,25,84,23,292,3.48,70,636,.349,18,0.21,20,0.24,133,1.58,12,306,14,25,39.0,0.46
Loras,Floyd Ryan,29,47,13,0,0.00,0,0,0,4,0.09,7,0.15,54,1.15,2,4,0,0,0,0.00
North Central,Scott Austin,1,54,17,167,3.09,58,387,.282,6,0.11,9,0.17,82,1.52,12,241,2,14,16.0,0.30
North Central,Lundal Cooper,3,4,4,3,0.75,1,6,.333,0,0.00,0,0.00,0,0.00,0,0,1,0,1.0,0.25
North Central,Davis Connor,4,60,19,58,0.97,15,115,.374,3,0.05,1,0.02,8,0.13,1,3,1,35,36.0,0.60
North Central,Jones Nathan,5,12,4,3,0.25,4,12,-.083,1,0.08,0,0.00,4,0.33,0,1,1,7,8.0,0.67
North Central,Williams Ben,6,64,22,173,2.70,60,402,.281,7,0.11,13,0.20,75,1.17,6,279,5,9,14.0,0.22
North Central,Moser Jared,7,94,27,378,4.02,122,781,.328,25,0.27,41,0.44,163,1.73,9,573,2,34,36.0,0.38
North Central,McEachern Jeffrey,8,8,6,2,0.25,1,6,.167,0,0.00,0,0.00,1,0.13,0,6,0,0,0,0.00
North Central,Pluskota Ben,10,102,29,1,0.01,3,13,-.154,27,0.26,6,0.06,171,1.68,4,95,0,0,0,0.00
North Central,Aguado Gabriel,11,50,23,8,0.16,6,17,.118,2,0.04,6,0.12,8,0.16,0,5,0,0,0,0.00
North Central,Schmidt Luke,13,61,20,119,1.95,38,222,.365,2,0.03,3,0.05,16,0.26,0,4,2,14,16.0,0.26
North Central,Miller Jake,14,54,21,138,2.56,60,297,.263,6,0.11,4,0.07,99,1.83,2,3,2,16,18.0,0.33
North Central,Cardenas Jeremy,15,97,28,199,2.05,35,386,.425,13,0.13,9,0.09,54,0.56,0,1,23,81,104.0,1.07
North Central,Szews Michael,16,97,29,0,0.00,0,4,.000,12,0.12,16,0.16,28,0.29,0,0,0,0,0,0.00
North Central,Donovan Tyler,18,100,29,66,0.66,30,176,.205,1028,10.28,24,0.24,185,1.85,0,6,11,58,69.0,0.69
North Central,Coday Hayden,19,3,2,1,0.33,2,4,-.250,0,0.00,0,0.00,1,0.33,0,0,0,1,1.0,0.33
North Central,Skalbeck Carson,21,10,8,0,0.00,0,0,0,0,0.00,1,0.10,0,0.00,0,1,0,0,0,0.00
North Central,Nelson Parker,22,97,28,3,0.03,0,6,.500,50,0.52,0,0.00,165,1.70,8,413,0,0,0,0.00
North Central,Padgett Will,23,12,10,0,0.00,1,3,-.333,47,3.92,1,0.08,1,0.08,0,1,1,0,1.0,0.08
North Central,Eggert Karson,24,2,2,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
North Central,Hester Mitchell,27,34,11,32,0.94,9,62,.371,0,0.00,1,0.03,6,0.18,0,2,4,13,17.0,0.50
North Park,Miller Liam,1,32,13,0,0.00,1,6,-.167,114,3.56,9,0.28,30,0.94,1,2,0,0,0,0.00
North Park,Cabrera Vicente,2,51,25,99,1.94,44,251,.219,1,0.02,6,0.12,53,1.04,3,77,2,4,6.0,0.12
North Park,Jacob Kevin,3,28,13,1,0.04,0,6,.167,4,0.14,0,0.00,10,0.36,3,28,0,0,0,0.00
North Park,Berthold Walter,4,24,10,0,0.00,0,0,0,2,0.08,5,0.21,10,0.42,0,2,0,0,0,0.00
North Park,Ocasio Pablo,5,38,18,54,1.42,28,143,.182,2,0.05,1,0.03,23,0.61,0,3,0,9,9.0,0.24
North Park,Eugene Emmanuel,6,76,24,215,2.83,91,575,.216,16,0.21,21,0.28,124,1.63,18,318,6,17,23.0,0.30
North Park,Hayden Zach,7,23,16,0,0.00,0,1,.000,1,0.04,2,0.09,2,0.09,1,8,0,0,0,0.00
North Park,Ayar Christian,8,53,22,0,0.00,0,1,.000,13,0.25,5,0.09,24,0.45,2,52,0,0,0,0.00
North Park,Patrick Kaleb,9,92,27,1,0.01,3,21,-.095,29,0.32,0,0.00,155,1.68,14,363,0,0,0,0.00
North Park,Salazar Noah,10,79,28,71,0.90,45,236,.110,18,0.23,18,0.23,109,1.38,23,340,0,6,6.0,0.08
North Park,Johnsamson Jonah,12,17,10,12,0.71,9,28,.107,0,0.00,7,0.41,2,0.12,0,1,0,7,7.0,0.41
North Park,Ingrao Ty,13,67,23,138,2.06,50,347,.254,8,0.12,4,0.06,74,1.10,15,209,3,17,20.0,0.30
North Park,Bullard Erik,14,80,25,153,1.91,70,438,.189,19,0.24,15,0.19,121,1.51,10,115,5,14,19.0,0.24
North Park,Payne Parker,15,66,25,49,0.74,12,127,.291,5,0.08,6,0.09,23,0.35,1,1,2,18,20.0,0.30
North Park,Gedville Teddy,16,72,22,53,0.74,14,120,.325,520,7.22,18,0.25,79,1.10,1,8,5,25,30.0,0.42
North Park,Condoy Alejandro,17,66,25,3,0.05,0,13,.231,187,2.83,10,0.15,60,0.91,1,8,0,0,0,0.00
North Park,Cales Adrian,19,63,22,5,0.08,3,13,.154,13,0.21,1,0.02,46,0.73,6,129,0,0,0,0.00
North Park,Robinson Sam,20,85,26,115,1.35,40,258,.291,4,0.05,5,0.06,20,0.24,1,3,18,46,64.0,0.75
North Park,Nkuku Ikenna,22,9,7,9,1.00,3,15,.400,0,0.00,3,0.33,1,0.11,0,0,1,4,5.0,0.56
North Park,Vaughn Bobby,24,28,16,24,0.86,10,54,.259,2,0.07,6,0.21,9,0.32,0,1,3,16,19.0,0.68
North Park,Song Jinwon,25,2,2,0,0.00,0,0,0,0,0.00,1,0.50,1,0.50,0,0,0,0,0,0.00
North Park,Duenas Xander,26,17,12,11,0.65,11,39,.000,0,0.00,5,0.29,5,0.29,0,20,0,1,1.0,0.06
North Park,Adebayo Adekunle,28,7,5,11,1.57,1,17,.588,1,0.14,10,1.43,2,0.29,0,4,0,0,0,0.00
Bryn Athyn,Gihvan Ryan,2,49,15,23,0.47,26,100,-.030,1,0.02,0,0.00,22,0.45,0,1,2,15,17.0,0.35
Bryn Athyn,Frazier Trajan,3,5,4,0,0.00,0,0,0,0,0.00,0,0.00,1,0.20,0,0,0,0,0,0.00
Bryn Athyn,Lawing Magnus,4,13,8,0,0.00,2,3,-.667,0,0.00,3,0.23,4,0.31,0,1,0,0,0,0.00
Bryn Athyn,Dewees Teagan,6,69,21,94,1.36,76,343,.052,72,1.04,25,0.36,124,1.80,32,228,1,4,5.0,0.07
Bryn Athyn,Spencer Cevin,7,66,20,104,1.58,63,368,.111,9,0.14,20,0.30,86,1.30,35,238,5,12,17.0,0.26
Bryn Athyn,Butler Nate,8,26,8,22,0.85,14,96,.083,0,0.00,0,0.00,9,0.35,0,2,6,3,9.0,0.35
Bryn Athyn,Schroeder Reid,9,53,19,0,0.00,3,12,-.250,2,0.04,7,0.13,49,0.92,6,39,0,0,0,0.00
Bryn Athyn,Hancin Xander,10,27,16,1,0.04,0,1,1.000,0,0.00,0,0.00,0,0.00,0,1,0,0,0,0.00
Bryn Athyn,Williams Rafe,11,64,20,1,0.02,7,31,-.194,10,0.16,0,0.00,124,1.94,82,438,0,0,0,0.00
Bryn Athyn,Genzlinger Laban,12,69,21,7,0.10,18,111,-.099,233,3.38,3,0.04,78,1.13,2,6,2,2,4.0,0.06
Bryn Athyn,Halterman Blake,17,69,21,40,0.58,46,191,-.031,2,0.03,7,0.10,19,0.28,0,1,6,14,20.0,0.29
Bryn Athyn,Reyes Jason,20,43,13,35,0.81,34,158,.006,3,0.07,18,0.42,98,2.28,22,249,3,0,3.0,0.07
Bryn Athyn,McCann Jaryn,24,43,13,60,1.40,26,205,.166,1,0.02,5,0.12,20,0.47,0,1,11,19,30.0,0.70
Bryn Athyn,Pitcairn Derron,27,9,5,0,0.00,2,5,-.400,0,0.00,0,0.00,4,0.44,1,3,0,0,0,0.00
Bryn Athyn,Cranch Karl,32,52,16,12,0.23,7,64,.078,1,0.02,11,0.21,32,0.62,2,22,0,1,1.0,0.02
Cairn,Moyer Josh,1,46,17,1,0.02,0,8,.125,20,0.43,0,0.00,136,2.96,12,267,0,0,0,0.00
Cairn,Adler Josh,2,36,13,18,0.50,4,36,.389,329,9.14,9,0.25,56,1.56,1,2,0,10,10.0,0.28
Cairn,Ragonese Thomas,3,18,8,19,1.06,10,44,.205,1,0.06,5,0.28,14,0.78,0,0,2,5,7.0,0.39
Cairn,Ruiz Esparza Noah,5,15,7,37,2.47,16,77,.273,4,0.27,2,0.13,19,1.27,2,37,1,2,3.0,0.20
Cairn,Gamble Moses,6,41,17,135,3.29,57,318,.245,2,0.05,22,0.54,76,1.85,19,245,4,3,7.0,0.17
Cairn,Tea Austin,7,30,13,37,1.23,26,122,.090,4,0.13,14,0.47,63,2.10,1,7,0,4,4.0,0.13
Cairn,Horning Caleb,8,52,18,114,2.19,55,336,.176,10,0.19,16,0.31,76,1.46,10,255,6,16,22.0,0.42
Cairn,Tolar Jake,9,24,11,27,1.13,15,63,.190,2,0.08,6,0.25,8,0.33,0,3,3,12,15.0,0.63
Cairn,Nase Will,10,44,18,97,2.20,58,284,.137,8,0.18,16,0.36,73,1.66,18,211,0,6,6.0,0.14
Cairn,Cronk Cameron,11,43,16,71,1.65,57,241,.058,10,0.23,19,0.44,73,1.70,1,24,5,20,25.0,0.58
Cairn,Scott Shea,12,38,15,26,0.68,7,60,.317,293,7.71,11,0.29,49,1.29,0,1,4,9,13.0,0.34
Cairn,Cash Kobe,13,29,11,0,0.00,0,1,.000,22,0.76,1,0.03,64,2.21,10,126,0,0,0,0.00
Cairn,Hoagland Joshua,14,58,20,98,1.69,32,208,.317,5,0.09,17,0.29,39,0.67,0,8,6,18,24.0,0.41
Cairn,Poirier Joe,15,53,18,91,1.72,30,210,.290,0,0.00,12,0.23,23,0.43,0,2,9,32,41.0,0.77
St Elizabeth,Chablay Jerry,1,22,11,0,0.00,0,4,.000,4,0.18,3,0.14,33,1.50,8,82,0,0,0,0.00
St Elizabeth,Rondon Diego,2,16,9,1,0.06,0,6,.167,43,2.69,5,0.31,7,0.44,0,0,0,0,0,0.00
St Elizabeth,Lugo Sam,3,75,22,74,0.99,34,207,.193,5,0.07,17,0.23,29,0.39,0,0,5,22,27.0,0.36
St Elizabeth,Crowe Jarod,4,59,21,89,1.51,37,229,.227,16,0.27,19,0.32,42,0.71,1,6,4,15,19.0,0.32
St Elizabeth,Ibezim Kennedy,5,33,12,37,1.12,24,85,.153,3,0.09,7,0.21,10,0.30,1,2,6,4,10.0,0.30
St Elizabeth,Wright Jameel,6,2,2,1,0.50,1,4,.000,0,0.00,0,0.00,5,2.50,0,2,0,0,0,0.00
St Elizabeth,Peters Kodi,7,75,22,224,2.99,86,485,.285,6,0.08,7,0.09,54,0.72,7,247,4,9,13.0,0.17
St Elizabeth,Joachim Enoch,8,3,3,1,0.33,1,4,.000,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
St Elizabeth,Pampliega Charles,9,68,21,25,0.37,12,111,.117,525,7.72,31,0.46,113,1.66,3,8,0,9,9.0,0.13
St Elizabeth,Chavez Daniel,10,63,22,21,0.33,19,88,.023,51,0.81,3,0.05,145,2.30,24,297,3,4,7.0,0.11
St Elizabeth,Pena Eddy,11,56,20,79,1.41,57,269,.082,6,0.11,13,0.23,102,1.82,1,9,4,18,22.0,0.39
St Elizabeth,Calayag Joseph a,12,2,1,2,1.00,4,13,-.154,0,0.00,1,0.50,0,0.00,0,0,0,0,0,0.00
St Elizabeth,Calayag Joseph Angelo,12,55,19,6,0.11,9,36,-.083,2,0.04,13,0.24,52,0.95,9,101,0,0,0,0.00
St Elizabeth,Rossi jr. Frank,13,71,21,205,2.89,104,553,.183,26,0.37,17,0.24,134,1.89,21,325,4,6,10.0,0.14
St Elizabeth,Rossi Frank,13,3,1,10,3.33,3,18,.389,0,0.00,0,0.00,1,0.33,0,0,0,0,0,0.00
St Elizabeth,Mahoney Brad,14,42,20,2,0.05,8,35,-.171,6,0.14,3,0.07,81,1.93,14,206,0,2,2.0,0.05
St Elizabeth,Torres Vidal Alberto,15,14,7,1,0.07,0,11,.091,30,2.14,5,0.36,8,0.57,0,0,1,0,1.0,0.07
Wilson,Wickenheiser Noah,2,81,23,6,0.07,5,35,.029,24,0.30,0,0.00,169,2.09,41,583,0,0,0,0.00
Wilson,Ruiz Ian,3,38,16,3,0.08,2,14,.071,2,0.05,7,0.18,26,0.68,8,49,0,1,1.0,0.03
Wilson,Tribett Wyatt,5,78,22,64,0.82,58,251,.024,14,0.18,6,0.08,113,1.45,16,134,2,25,27.0,0.35
Wilson,Natale Vincent,6,34,15,1,0.03,4,8,-.375,2,0.06,5,0.15,6,0.18,0,13,0,1,1.0,0.03
Wilson,Ortiz Victor,7,59,19,3,0.05,5,22,-.091,1,0.02,6,0.10,32,0.54,5,25,0,0,0,0.00
Wilson,McCoy Jacob,9,81,23,82,1.01,39,287,.150,3,0.04,0,0.00,13,0.16,0,3,10,32,42.0,0.52
Wilson,Alshaikhali Saria,10,81,23,135,1.67,103,452,.071,19,0.23,26,0.32,147,1.81,19,312,2,6,8.0,0.10
Wilson,Simmons Demetrius,11,81,23,138,1.70,72,375,.176,6,0.07,32,0.40,60,0.74,1,4,9,30,39.0,0.48
Wilson,Webber Xavier,12,81,23,253,3.12,147,689,.154,28,0.35,29,0.36,174,2.15,22,368,8,22,30.0,0.37
Wilson,Minnick Jonathan,13,75,21,23,0.31,28,196,-.026,534,7.12,19,0.25,106,1.41,0,16,1,13,14.0,0.19
Drew,Ehia Tynoah,1,89,28,141,1.58,65,431,.176,33,0.37,17,0.19,146,1.64,32,460,4,15,19.0,0.21
Drew,Do Bryan,6,100,30,8,0.08,2,28,.214,37,0.37,3,0.03,270,2.70,45,652,0,1,1.0,0.01
Drew,Ortega-Reyes Omarf,8,40,12,72,1.80,24,179,.268,231,5.78,15,0.38,93,2.33,4,47,2,17,19.0,0.48
Drew,Sledz Jacob,9,98,30,237,2.42,166,791,.090,53,0.54,54,0.55,228,2.33,19,508,1,18,19.0,0.19
Drew,Burke Matt,11,6,3,5,0.83,6,17,-.059,0,0.00,1,0.17,1,0.17,0,0,2,2,4.0,0.67
Drew,Barbosa Jason,13,89,29,85,0.96,58,258,.105,7,0.08,22,0.25,52,0.58,1,21,8,30,38.0,0.43
Drew,Perez Huriel,19,81,26,7,0.09,3,54,.074,528,6.52,19,0.23,98,1.21,0,2,0,12,12.0,0.15
Drew,Addeo C.J.,21,90,30,98,1.09,66,252,.127,0,0.00,14,0.16,32,0.36,1,7,6,50,56.0,0.62
Drew,Oostdam Barend,25,42,21,22,0.52,9,62,.210,0,0.00,5,0.12,23,0.55,1,2,4,10,14.0,0.33
Drew,Alhayek Furat,27,41,19,32,0.78,18,107,.131,2,0.05,4,0.10,16,0.39,0,4,7,14,21.0,0.51
Drew,Smith Ephraim,28,99,30,280,2.83,118,808,.200,8,0.08,31,0.31,172,1.74,6,99,4,36,40.0,0.40
Lancaster Bible,Swineford Mac,01,2,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Lancaster Bible,Swineford Randal,1,6,4,0,0.00,0,0,0,1,0.17,3,0.50,1,0.17,0,0,0,0,0,0.00
Lancaster Bible,Shertzer Tanner,2,110,30,4,0.04,5,45,-.022,56,0.51,5,0.05,264,2.40,26,473,0,0,0,0.00
Lancaster Bible,Rotelle Jake,3,102,29,157,1.54,89,426,.160,6,0.06,41,0.40,127,1.25,44,459,0,16,16.0,0.16
Lancaster Bible,Herb Zach,4,8,5,11,1.38,2,22,.409,0,0.00,0,0.00,1,0.13,0,0,0,4,4.0,0.50
Lancaster Bible,Heyworth Elijah,5,32,14,0,0.00,1,2,-.500,74,2.31,6,0.19,20,0.63,0,0,0,2,2.0,0.06
Lancaster Bible,Davis Hunter,6,109,31,194,1.78,51,382,.374,11,0.10,37,0.34,55,0.50,3,8,6,97,103.0,0.94
Lancaster Bible,Dressler Jonah,7,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Lancaster Bible,Ohlemacher-loent Brenden,8,3,2,0,0.00,0,0,0,0,0.00,0,0.00,1,0.33,0,0,0,0,0,0.00
Lancaster Bible,Ohlemacher-Lonetti Brenden,8,8,6,0,0.00,0,0,0,1,0.13,2,0.25,1,0.13,0,8,0,0,0,0.00
Lancaster Bible,Omogrosso DJ,10,55,23,49,0.89,23,104,.250,4,0.07,3,0.05,9,0.16,1,0,5,31,36.0,0.65
Lancaster Bible,Herr Christian,11,109,30,58,0.53,18,129,.310,964,8.84,31,0.28,127,1.17,1,3,5,46,51.0,0.47
Lancaster Bible,Koch Kevin,12,44,22,43,0.98,10,100,.330,0,0.00,0,0.00,7,0.16,0,2,5,25,30.0,0.68
Lancaster Bible,Myers Michael,15,73,25,42,0.58,7,70,.500,4,0.05,20,0.27,27,0.37,1,3,3,10,13.0,0.18
Lancaster Bible,Patrick Craig,16,7,5,8,1.14,5,15,.200,0,0.00,0,0.00,2,0.29,0,0,0,2,2.0,0.29
Lancaster Bible,Podgorodniy Vladimir,17,10,6,12,1.20,5,28,.250,0,0.00,1,0.10,4,0.40,1,9,0,2,2.0,0.20
Lancaster Bible,Martin Tyler,18,91,28,1,0.01,0,4,.250,9,0.10,15,0.16,89,0.98,2,27,0,0,0,0.00
Lancaster Bible,Vega Nicholas,20,10,6,1,0.10,3,11,-.182,0,0.00,7,0.70,9,0.90,0,10,0,0,0,0.00
Lancaster Bible,Forney Dawson,23,104,29,231,2.22,117,578,.197,5,0.05,1,0.01,122,1.17,2,7,8,61,69.0,0.66
Lancaster Bible,Latham Ben,24,75,25,55,0.73,51,189,.021,5,0.07,21,0.28,106,1.41,7,142,0,4,4.0,0.05
Lancaster Bible,Herb Elijah,26,100,29,378,3.78,173,855,.240,5,0.05,25,0.25,109,1.09,29,539,3,41,44.0,0.44
Pratt,Wu Evan,1,23,8,0,0.00,2,15,-.133,23,1.00,2,0.09,21,0.91,1,7,0,1,1.0,0.04
Pratt,Hinrichs Owen,2,39,17,12,0.31,15,70,-.043,2,0.05,2,0.05,6,0.15,2,35,0,3,3.0,0.08
Pratt,Fox Jude,4,56,17,2,0.04,2,6,.000,4,0.07,2,0.04,46,0.82,19,149,0,0,0,0.00
Pratt,Reid Brooks,5,60,18,59,0.98,72,286,-.045,222,3.70,22,0.37,134,2.23,1,10,1,5,6.0,0.10
Pratt,Tolentino Lenard,9,4,4,0,0.00,0,0,0,1,0.25,0,0.00,1,0.25,0,0,0,0,0,0.00
Pratt,Wang Max,10,66,20,70,1.06,96,331,-.079,60,0.91,18,0.27,170,2.58,33,352,0,5,5.0,0.08
Pratt,Gulboy Efe,11,11,5,0,0.00,1,3,-.333,0,0.00,3,0.27,1,0.09,0,0,0,0,0,0.00
Pratt,Hallot Wallace,12,50,16,18,0.36,35,114,-.149,7,0.14,16,0.32,34,0.68,6,22,0,9,9.0,0.18
Pratt,Longley Devaun,15,63,20,38,0.60,28,181,.055,4,0.06,17,0.27,68,1.08,15,145,2,8,10.0,0.16
Pratt,Toker Eli,16,62,19,32,0.52,48,148,-.108,3,0.05,11,0.18,63,1.02,48,268,0,10,10.0,0.16
Pratt,Kasliwal Akul,17,6,2,6,1.00,9,26,-.115,1,0.17,1,0.17,8,1.33,0,19,0,0,0,0.00
Pratt,Raymond Jason,21,57,17,142,2.49,94,443,.108,12,0.21,19,0.33,122,2.14,27,258,4,19,23.0,0.40
UCSC,Thompson Zachary,1,69,19,120,1.74,46,249,.297,2,0.03,6,0.09,18,0.26,0,3,7,32,39.0,0.57
UCSC,Mednick Maxwell,2,89,26,2,0.02,2,13,.000,47,0.53,0,0.00,222,2.49,17,481,0,0,0,0.00
UCSC,Jackson Trevor,4,63,22,71,1.13,20,153,.333,7,0.11,12,0.19,29,0.46,0,2,8,40,48.0,0.76
UCSC,Jeffrey Colton,7,117,33,284,2.43,126,741,.213,24,0.21,13,0.11,184,1.57,30,618,12,38,50.0,0.43
UCSC,Donchuanchom Marcus,8,65,24,0,0.00,0,3,.000,15,0.23,2,0.03,62,0.95,7,129,0,0,0,0.00
UCSC,Makishima Ethan,9,62,20,87,1.40,21,173,.382,7,0.11,9,0.15,22,0.35,1,2,6,44,50.0,0.81
UCSC,Fulks Tennessee,10,70,23,94,1.34,54,253,.158,89,1.27,5,0.07,87,1.24,5,223,4,12,16.0,0.23
UCSC,Norman Riley,11,107,31,209,1.95,122,553,.157,20,0.19,35,0.33,147,1.37,28,597,12,20,32.0,0.30
UCSC,Duvvuri Mohan,13,116,33,17,0.15,11,57,.105,703,6.06,5,0.04,121,1.04,0,9,1,11,12.0,0.10
UCSC,Carter Cebrián,14,24,10,19,0.79,3,42,.381,1,0.04,3,0.13,15,0.63,6,34,0,2,2.0,0.08
UCSC,Foreman Dylan,16,2,1,4,2.00,2,7,.286,0,0.00,0,0.00,0,0.00,0,0,0,1,1.0,0.50
UCSC,Houghton Seth,17,14,9,13,0.93,7,41,.146,0,0.00,0,0.00,1,0.07,0,0,1,5,6.0,0.43
UCSC,Fisher Noy,18,100,30,198,1.98,93,462,.227,7,0.07,40,0.40,48,0.48,1,3,2,26,28.0,0.28
UCSC,White Johndiego,22,19,10,3,0.16,0,7,.429,71,3.74,1,0.05,5,0.26,0,0,0,2,2.0,0.11
UCSC,Hurdle Colby,23,101,29,133,1.32,33,271,.369,9,0.09,33,0.33,56,0.55,1,4,8,36,44.0,0.44
UCSC,Tuncer Leo,24,93,27,179,1.92,107,430,.167,322,3.46,13,0.14,123,1.32,3,32,6,30,36.0,0.39
Adrian,Low Micah,1,38,18,1,0.03,1,3,.000,2,0.05,4,0.11,7,0.18,1,1,0,0,0,0.00
Adrian,Molnar Zach,4,87,26,159,1.83,88,450,.158,7,0.08,15,0.17,58,0.67,0,5,5,31,36.0,0.41
Adrian,Rembulat Jacob,5,81,24,0,0.00,5,28,-.179,24,0.30,0,0.00,108,1.33,18,251,0,0,0,0.00
Adrian,Adams Jalen,6,26,15,31,1.19,14,73,.233,1,0.04,7,0.27,27,1.04,5,72,0,3,3.0,0.12
Adrian,Palmitier Jackson,7,23,10,42,1.83,18,85,.282,1,0.04,0,0.00,7,0.30,1,2,0,9,9.0,0.39
Adrian,Rybka Jake,8,5,3,4,0.80,2,12,.167,2,0.40,0,0.00,2,0.40,0,0,0,0,0,0.00
Adrian,Gawrisch Andrew,11,100,28,135,1.35,53,351,.234,562,5.62,37,0.37,177,1.77,2,25,14,22,36.0,0.36
Adrian,Fieldhouse Beck,12,94,26,261,2.78,97,569,.288,14,0.15,32,0.34,122,1.30,18,527,6,9,15.0,0.16
Adrian,Leaver Garrett,13,11,9,0,0.00,0,0,0,4,0.36,0,0.00,2,0.18,0,0,0,0,0,0.00
Adrian,Yonker Gavin,14,29,12,20,0.69,8,51,.235,1,0.03,1,0.03,12,0.41,0,2,2,10,12.0,0.41
Adrian,Williams Samuel,15,86,24,2,0.02,1,29,.034,29,0.34,0,0.00,109,1.27,12,379,0,0,0,0.00
Adrian,Barona David,16,73,21,4,0.05,3,39,.026,283,3.88,10,0.14,52,0.71,1,7,0,1,1.0,0.01
Adrian,Bell Carson,18,93,26,97,1.04,41,219,.256,20,0.22,22,0.24,38,0.41,0,19,17,48,65.0,0.70
Adrian,Witt Jake,19,16,7,12,0.75,6,28,.214,1,0.06,0,0.00,2,0.13,0,2,2,12,14.0,0.88
Adrian,Gomez Marco,20,2,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Adrian,Gula Branden,24,71,20,63,0.89,30,132,.250,5,0.07,28,0.39,27,0.38,2,6,5,16,21.0,0.30
Adrian,Baker Sawyer,28,22,8,0,0.00,2,2,-1.000,1,0.05,8,0.36,3,0.14,0,0,0,0,0,0.00
Adrian,Heuer Chase,48,93,26,308,3.31,134,653,.266,17,0.18,54,0.58,140,1.51,18,443,6,14,20.0,0.22
Mount Union,Ray Campbell,3,23,8,0,0.00,0,0,0,1,0.04,0,0.00,6,0.26,2,13,0,0,0,0.00
Mount Union,Armour Aaron,4,98,27,2,0.02,2,11,.000,54,0.55,0,0.00,298,3.04,25,561,0,0,0,0.00
Mount Union,McClure Jack,5,76,22,211,2.78,72,443,.314,16,0.21,15,0.20,150,1.97,0,1,8,31,39.0,0.51
Mount Union,Hines Peyton,6,12,8,12,1.00,5,31,.226,0,0.00,2,0.17,8,0.67,0,0,3,3,6.0,0.50
Mount Union,Heeney Will,7,92,26,74,0.80,14,195,.308,901,9.79,16,0.17,130,1.41,1,5,11,14,25.0,0.27
Mount Union,Bowler Michael,8,94,26,128,1.36,41,291,.299,16,0.17,9,0.10,61,0.65,1,7,33,44,77.0,0.82
Mount Union,Ternent Cameron,9,93,26,337,3.62,79,705,.366,25,0.27,21,0.23,139,1.49,12,434,15,24,39.0,0.42
Mount Union,Weeg Camden,10,4,2,8,2.00,5,19,.158,0,0.00,0,0.00,7,1.75,3,19,0,0,0,0.00
Mount Union,Weeg Cameron,10,18,7,9,0.50,4,18,.278,1,0.06,1,0.06,5,0.28,0,13,2,0,2.0,0.11
