Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set
Hunter,Onaga Onyeka,23,43,20,45,1.05,15,97,.309,4,0.09,5,0.12,4,0.09,0,1,9,15,24.0,0.56
Hunter,Lee-Maarek Matisse,24,40,13,112,2.80,28,208,.404,7,0.18,9,0.23,29,0.73,1,10,5,22,27.0,0.68
Hunter,Lee-maarek Matissee,24,31,9,72,2.32,22,136,.368,6,0.19,10,0.32,14,0.45,1,31,11,29,40.0,1.29
JohnJay,Glasper Bryce,3,61,23,6,0.10,5,18,.056,24,0.39,0,0.00,99,1.62,27,318,0,0,0,0.00
JohnJay,Law Maxwell,6,45,23,11,0.24,6,34,.147,305,6.78,7,0.16,45,1.00,1,4,0,5,5.0,0.11
JohnJay,Llivicura Carlos,7,39,20,1,0.03,2,7,-.143,26,0.67,8,0.21,39,1.00,4,36,0,0,0,0.00
JohnJay,Rodriguez Sebastian,8,59,26,15,0.25,13,46,.043,14,0.24,9,0.15,66,1.12,17,135,0,0,0,0.00
JohnJay,Gonzalez Verdejo Daniel,9,21,16,0,0.00,0,0,0,49,2.33,5,0.24,34,1.62,0,1,0,0,0,0.00
JohnJay,Daly Stephen,10,53,24,97,1.83,55,290,.145,6,0.11,10,0.19,72,1.36,15,175,0,1,1.0,0.02
JohnJay,Wandersee Evan,11,23,14,1,0.04,0,2,.500,3,0.13,6,0.26,12,0.52,1,10,0,0,0,0.00
JohnJay,Ramos Logan,12,72,26,185,2.57,86,497,.199,65,0.90,48,0.67,186,2.58,13,273,3,13,16.0,0.22
JohnJay,De Stefani Stephen,13,42,22,62,1.48,46,150,.107,25,0.60,6,0.14,16,0.38,1,3,11,14,25.0,0.60
JohnJay,Nugent Jack,14,78,28,144,1.85,73,360,.197,4,0.05,20,0.26,39,0.50,3,13,23,36,59.0,0.76
JohnJay,Avila-Macancela Jeferson,15,55,25,116,2.11,68,343,.140,16,0.29,13,0.24,122,2.22,21,187,3,10,13.0,0.24
JohnJay,Singh Akashdeep,16,43,18,94,2.19,53,250,.164,8,0.19,4,0.09,33,0.77,7,124,2,11,13.0,0.30
JohnJay,Bridgelall Alex,17,52,22,16,0.31,16,61,.000,310,5.96,26,0.50,79,1.52,1,9,3,10,13.0,0.25
JohnJay,Janga Rudy,18,24,12,27,1.13,13,69,.203,1,0.04,0,0.00,7,0.29,0,0,1,4,5.0,0.21
JohnJay,Barriffe-Johnson Kyle,19,72,24,135,1.88,35,249,.402,4,0.06,28,0.39,27,0.38,0,4,29,32,61.0,0.85
JohnJay,Barriffe-Johnson Kyle,19,6,2,9,1.50,2,22,.318,0,0.00,1,0.17,1,0.17,1,1,2,4,6.0,1.00
JohnJay,Barriffe-Johnson Kyle,19,3,1,5,1.67,3,13,.154,0,0.00,1,0.33,1,0.33,0,0,0,1,1.0,0.33
JohnJay,Ajazi Steven,20,41,22,17,0.41,11,56,.107,3,0.07,8,0.20,15,0.37,1,4,5,10,15.0,0.37
Lehman,Rodriguez Ray,1,82,26,206,2.51,116,636,.142,19,0.23,24,0.29,243,2.96,18,372,3,6,9.0,0.11
Lehman,Oladosu Emmanuel,2,19,6,12,0.63,16,50,-.080,0,0.00,2,0.11,12,0.63,1,4,5,1,6.0,0.32
Lehman,Figueroa Andrew,3,79,26,101,1.28,63,340,.112,10,0.13,23,0.29,66,0.84,4,36,5,9,14.0,0.18
Lehman,Gonzalez Miguel,4,80,26,153,1.91,103,544,.092,11,0.14,22,0.28,186,2.33,33,416,1,7,8.0,0.10
Lehman,Gil Christopher,5,67,26,71,1.06,67,302,.013,5,0.07,18,0.27,81,1.21,2,5,0,3,3.0,0.04
Lehman,Mata Chris,6,24,14,4,0.17,2,29,.069,73,3.04,4,0.17,39,1.63,3,19,0,1,1.0,0.04
Lehman,Oladuso Emmanuel,7,59,20,59,1.00,47,167,.072,2,0.03,12,0.20,36,0.61,1,14,9,8,17.0,0.29
Lehman,Evans Jimmy,8,73,23,12,0.16,7,30,.167,16,0.22,2,0.03,149,2.04,49,411,1,0,1.0,0.01
Lehman,Evens Jimmy,8,9,3,0,0.00,3,3,-1.000,2,0.22,0,0.00,11,1.22,9,40,0,0,0,0.00
Lehman,Abreau esteva Alain,9,12,9,9,0.75,8,30,.033,2,0.17,4,0.33,14,1.17,1,23,0,0,0,0.00
Lehman,Esteva Alain abreu,9,3,3,1,0.33,2,5,-.200,0,0.00,0,0.00,2,0.67,0,0,0,0,0,0.00
Lehman,Choi Sky,10,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Lehman,Pilay Neithan,11,20,16,21,1.05,13,63,.127,1,0.05,3,0.15,5,0.25,0,11,0,6,6.0,0.30
Lehman,Agudo Christian,12,83,26,58,0.70,38,221,.090,502,6.05,49,0.59,187,2.25,1,16,0,9,9.0,0.11
Medgar Evers,Abreu Carlos,1,67,20,152,2.27,127,567,.044,40,0.60,16,0.24,250,3.73,27,332,1,3,4.0,0.06
Medgar Evers,Perez Sebastiann,2,67,20,241,3.60,132,650,.168,18,0.27,27,0.40,156,2.33,42,385,4,5,9.0,0.13
Medgar Evers,Islam Sheikh,3,35,11,0,0.00,1,4,-.250,0,0.00,0,0.00,36,1.03,10,24,0,0,0,0.00
Medgar Evers,Bocharov Nicholas,5,1,1,0,0.00,0,1,.000,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Medgar Evers,Hacket Daniel,7,37,11,0,0.00,2,6,-.333,1,0.03,0,0.00,49,1.32,20,47,0,0,0,0.00
Medgar Evers,Okunlola Jubril,10,13,5,2,0.15,3,14,-.071,0,0.00,0,0.00,8,0.62,0,1,1,1,2.0,0.15
Medgar Evers,Caiola Louis,11,64,19,58,0.91,71,223,-.058,0,0.00,6,0.09,53,0.83,7,14,4,9,13.0,0.20
Medgar Evers,Blacky Kelcity,12,60,19,11,0.18,26,71,-.211,0,0.00,3,0.05,18,0.30,1,4,4,9,13.0,0.22
Medgar Evers,Romeo Austin,14,67,20,9,0.13,15,71,-.085,436,6.51,25,0.37,121,1.81,2,5,6,8,14.0,0.21
Medgar Evers,Akindipe Isaac,15,67,20,55,0.82,49,166,.036,4,0.06,13,0.19,40,0.60,1,1,9,14,23.0,0.34
York,Winter Alex,2,33,12,0,0.00,5,22,-.227,1,0.03,1,0.03,11,0.33,29,69,2,1,3.0,0.09
York,Campbell Jaylen,3,51,17,32,0.63,69,192,-.193,7,0.14,3,0.06,42,0.82,78,311,4,1,5.0,0.10
York,Mondesir Marvin,4,36,12,2,0.06,16,52,-.269,2,0.06,5,0.14,20,0.56,26,87,0,0,0,0.00
York,Stuart Glenver,5,48,16,21,0.44,62,208,-.197,3,0.06,2,0.04,28,0.58,92,230,4,4,8.0,0.17
York,Algendy Ahmed,7,43,15,14,0.33,29,120,-.125,41,0.95,4,0.09,36,0.84,7,19,1,1,2.0,0.05
York,Tajeddin Kalell,8,42,15,0,0.00,19,40,-.475,0,0.00,1,0.02,10,0.24,7,12,0,1,1.0,0.02
York,Khamis Abubakar,9,2,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
York,Sanchez Stanley,11,48,16,16,0.33,33,151,-.113,27,0.56,4,0.08,70,1.46,33,266,0,1,1.0,0.02
York,Deliska Abimael,12,9,3,0,0.00,5,7,-.714,0,0.00,0,0.00,3,0.33,9,15,0,0,0,0.00
York,Cooke Austinson,15,15,5,6,0.40,9,34,-.088,3,0.20,1,0.07,3,0.20,15,31,3,1,4.0,0.27
Colby Sawyer,Husband Finn,3,43,14,24,0.56,35,132,-.083,2,0.05,5,0.12,69,1.60,26,174,3,4,7.0,0.16
Colby Sawyer,Davies Isaac,7,83,26,291,3.51,208,765,.108,19,0.23,37,0.45,170,2.05,39,626,16,15,31.0,0.37
Colby Sawyer,Fortier Aiden,9,76,24,8,0.11,2,38,.158,9,0.12,4,0.05,70,0.92,45,147,0,0,0,0.00
Colby Sawyer,10,10,8,2,3,0.38,3,12,.000,0,0.00,6,0.75,15,1.88,3,20,0,0,0,0.00
Colby Sawyer,Thivierge Maverick,10,27,9,21,0.78,16,87,.057,2,0.07,4,0.15,27,1.00,16,74,0,1,1.0,0.04
Colby Sawyer,Ngo Phu,11,82,26,34,0.41,63,279,-.104,8,0.10,17,0.21,111,1.35,60,323,1,2,3.0,0.04
Colby Sawyer,Ponsness Austin,12,83,26,178,2.14,130,611,.079,15,0.18,23,0.28,142,1.71,23,261,21,9,30.0,0.36
Colby Sawyer,Foley Patrick,16,67,21,3,0.04,16,42,-.310,2,0.03,0,0.00,13,0.19,2,4,6,12,18.0,0.27
Colby Sawyer,Murphy Cj,18,83,26,16,0.19,16,112,.000,489,5.89,22,0.27,99,1.19,2,8,5,5,10.0,0.12
Colby Sawyer,Nelson Stanton,22,9,4,1,0.11,2,9,-.111,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Geneva,Thomas Curtis,2,108,32,4,0.04,2,23,.087,629,5.82,17,0.16,168,1.56,1,6,0,6,6.0,0.06
Geneva,Slater Matthew,03,15,11,3,0.20,0,6,.500,30,2.00,1,0.07,11,0.73,0,2,1,3,4.0,0.27
Geneva,Milroy Carter,4,119,34,177,1.49,81,483,.199,10,0.08,27,0.23,67,0.56,7,35,6,93,99.0,0.83
Geneva,Peachey Paul,6,80,28,0,0.00,0,6,.000,13,0.16,7,0.09,98,1.23,18,251,0,0,0,0.00
Geneva,Spear Emerson,7,117,33,181,1.55,83,440,.223,4,0.03,18,0.15,44,0.38,0,4,15,75,90.0,0.77
Geneva,Spear Byron,8,110,32,353,3.21,157,983,.199,16,0.15,17,0.15,196,1.78,16,208,10,47,57.0,0.52
Geneva,Thoman Matthew,09,14,11,6,0.43,5,20,.050,0,0.00,1,0.07,2,0.14,0,8,0,3,3.0,0.21
Geneva,Sangrey Joshua,10,113,33,4,0.04,1,20,.150,40,0.35,3,0.03,315,2.79,28,629,0,0,0,0.00
Geneva,O'Donnell James,12,4,4,0,0.00,1,1,-1.000,0,0.00,0,0.00,0,0.00,0,1,0,0,0,0.00
Geneva,Ubinger Andrew,13,87,29,108,1.24,60,333,.144,33,0.38,10,0.11,125,1.44,9,212,4,33,37.0,0.43
Geneva,Puhl Evan,14,43,22,28,0.65,8,73,.274,0,0.00,2,0.05,5,0.12,0,1,3,31,34.0,0.79
Geneva,Thoman Daniel,15,19,14,0,0.00,0,1,.000,0,0.00,2,0.11,7,0.37,2,14,0,0,0,0.00
Geneva,Milroy Decker,16,105,31,42,0.40,28,142,.099,354,3.37,10,0.10,60,0.57,2,12,3,31,34.0,0.32
Geneva,O'Donnell Paul,17,2,2,1,0.50,0,2,.500,0,0.00,0,0.00,0,0.00,0,0,1,0,1.0,0.50
Geneva,Goodgasell Devin,18,65,30,68,1.05,34,214,.159,7,0.11,3,0.05,73,1.12,14,123,0,4,4.0,0.06
Geneva,Hoge Wes,21,12,7,7,0.58,2,24,.208,0,0.00,1,0.08,7,0.58,2,15,0,2,2.0,0.17
Geneva,Williams Jake,25,117,34,280,2.39,135,796,.182,22,0.19,67,0.57,234,2.00,34,597,6,30,36.0,0.31
Hilbert,Chandler Austin,1,60,20,11,0.18,9,102,.020,436,7.27,22,0.37,109,1.82,0,4,2,13,15.0,0.25
Hilbert,Converse Brad,3,84,25,229,2.73,102,638,.199,13,0.15,20,0.24,180,2.14,8,190,5,23,28.0,0.33
Hilbert,Overhoff Alex,4,84,25,161,1.92,82,467,.169,10,0.12,21,0.25,182,2.17,12,371,4,6,10.0,0.12
Hilbert,Grisanti Joe,5,6,4,2,0.33,4,15,-.133,1,0.17,1,0.17,2,0.33,3,9,0,1,1.0,0.17
Hilbert,Levcik Ryan,6,45,20,30,0.67,22,132,.061,189,4.20,7,0.16,79,1.76,3,16,1,12,13.0,0.29
Hilbert,Diello Nick,8,43,16,47,1.09,23,130,.185,2,0.05,4,0.09,17,0.40,0,3,4,20,24.0,0.56
Hilbert,Higgins Connor,9,31,17,15,0.48,14,72,.014,4,0.13,10,0.32,14,0.45,2,20,7,11,18.0,0.58
Hilbert,Brust Ed,10,10,6,5,0.50,3,19,.105,0,0.00,0,0.00,10,1.00,0,0,0,0,0,0.00
Hilbert,Smith Chris,11,16,13,8,0.50,8,36,.000,2,0.13,1,0.06,13,0.81,4,33,0,0,0,0.00
Hilbert,Suter Dylan,12,79,25,74,0.94,50,280,.086,8,0.10,16,0.20,49,0.62,0,4,7,27,34.0,0.43
Hilbert,Houghton Stephen,13,47,16,1,0.02,1,15,.000,11,0.23,0,0.00,72,1.53,6,160,0,0,0,0.00
Hilbert,Garcia Luis,14,79,25,3,0.04,9,37,-.162,30,0.38,0,0.00,139,1.76,36,386,0,0,0,0.00
Hilbert,Laboy Chris,15,70,23,145,2.07,92,464,.114,5,0.07,15,0.21,124,1.77,15,276,8,15,23.0,0.33
Hilbert,Francis Mehkai,16,44,20,31,0.70,20,96,.115,3,0.07,7,0.16,12,0.27,0,0,1,13,14.0,0.32
Hilbert,Conklyn Brodie,17,6,4,3,0.50,3,13,.000,0,0.00,0,0.00,3,0.50,0,0,0,1,1.0,0.17
Hiram,Meinert Jack,1,40,17,21,0.53,10,66,.167,3,0.08,0,0.00,20,0.50,0,3,2,11,13.0,0.33
Hiram,Cabrera-Rosales Logan,2,3,2,0,0.00,0,0,0,0,0.00,0,0.00,1,0.33,0,1,0,0,0,0.00
Hiram,Deubner Jackson,3,81,24,130,1.60,77,363,.146,8,0.10,8,0.10,117,1.44,11,282,7,11,18.0,0.22
Hiram,Friedt Brian,5,63,20,1,0.02,2,12,-.083,7,0.11,0,0.00,63,1.00,9,128,0,0,0,0.00
Hiram,Leynes Jarod,7,72,24,85,1.18,49,241,.149,7,0.10,8,0.11,56,0.78,10,99,4,6,10.0,0.14
Hiram,Tilton Connor,9,82,24,59,0.72,38,240,.088,8,0.10,8,0.10,173,2.11,21,466,4,3,7.0,0.09
Hiram,Martini Kyle,10,85,24,270,3.18,132,690,.200,15,0.18,16,0.19,163,1.92,14,243,22,16,38.0,0.45
Hiram,Sivak Cullen,11,74,23,121,1.64,61,327,.183,9,0.12,5,0.07,85,1.15,14,267,4,2,6.0,0.08
Hiram,Ledbetter Mitchell,12,25,10,0,0.00,0,0,0,1,0.04,0,0.00,3,0.12,0,2,0,0,0,0.00
Hiram,Lattimore Ryan,13,1,1,0,0.00,0,1,.000,2,2.00,1,1.00,0,0.00,0,0,0,0,0,0.00
Hiram,Scheidegger Garrett,15,82,23,114,1.39,48,273,.242,8,0.10,19,0.23,34,0.41,0,1,17,21,38.0,0.46
Hiram,Albano Matthew,17,85,24,36,0.42,14,170,.129,646,7.60,31,0.36,130,1.53,1,14,6,13,19.0,0.22
Hiram,Navarro Sebastian,18,17,10,3,0.18,2,20,.050,0,0.00,2,0.12,1,0.06,0,0,0,0,0,0.00
Medaille,D'andrea Nikholas,4,8,2,4,0.50,5,18,-.056,0,0.00,0,0.00,0,0.00,0,0,1,1,2.0,0.25
Medaille,D'Andrea Nikolas,4,90,24,81,0.90,73,254,.031,7,0.08,5,0.06,64,0.71,0,5,10,22,32.0,0.36
Medaille,Hart Noah,5,30,13,3,0.10,5,26,-.077,2,0.07,2,0.07,11,0.37,1,14,1,4,5.0,0.17
Medaille,Jr Joshua shiflet,07,3,1,0,0.00,0,2,.000,0,0.00,0,0.00,6,2.00,5,15,0,0,0,0.00
Medaille,Jackson Malachi,8,98,26,338,3.45,182,844,.185,8,0.08,27,0.28,170,1.73,33,498,7,13,20.0,0.20
Medaille,Muriel George,9,84,23,180,2.14,120,518,.116,14,0.17,15,0.18,118,1.40,21,456,14,16,30.0,0.36
Medaille,Hassell Tyler,10,98,26,103,1.05,52,314,.162,7,0.07,13,0.13,56,0.57,1,3,15,30,45.0,0.46
Medaille,Htoo Gay Doh,11,97,26,3,0.03,1,25,.080,32,0.33,6,0.06,155,1.60,27,248,0,0,0,0.00
Medaille,Cashdollar Kevin,14,98,26,36,0.37,25,173,.064,758,7.73,35,0.36,186,1.90,1,8,8,26,34.0,0.35
Medaille,Smith Brandon,15,92,24,177,1.92,70,397,.270,8,0.09,16,0.17,54,0.59,6,90,15,46,61.0,0.66
Medaille,Shiflet Jr. Joshua,41,78,21,1,0.01,8,39,-.179,23,0.29,1,0.01,147,1.88,42,443,0,0,0,0.00
St Vincent,Wyant Zach,3,68,20,57,0.84,27,179,.168,603,8.87,16,0.24,146,2.15,0,3,18,15,33.0,0.49
St Vincent,Laun Stephen,5,66,20,0,0.00,0,4,.000,6,0.09,5,0.08,32,0.48,5,25,0,0,0,0.00
St Vincent,Mumpower Zachary,6,70,20,58,0.83,30,164,.171,2,0.03,0,0.00,21,0.30,0,1,15,31,46.0,0.66
St Vincent,Canty Joshua,7,60,18,3,0.05,0,13,.231,57,0.95,4,0.07,101,1.68,0,0,0,0,0,0.00
St Vincent,Ditonto Anthony,9,9,8,5,0.56,1,12,.333,1,0.11,0,0.00,1,0.11,0,0,0,0,0,0.00
St Vincent,Minkin Matthew,12,71,20,264,3.72,97,679,.246,39,0.55,14,0.20,193,2.72,14,435,8,9,17.0,0.24
St Vincent,Pollak Michael,13,65,19,34,0.52,15,104,.183,5,0.08,9,0.14,62,0.95,1,2,11,8,19.0,0.29
St Vincent,Serapiglia Nicolas,14,4,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
St Vincent,Cassidy Andrew,15,13,7,1,0.08,2,9,-.111,0,0.00,0,0.00,5,0.38,0,2,0,4,4.0,0.31
St Vincent,Sexton Chrystiaan,16,18,6,16,0.89,12,56,.071,3,0.17,0,0.00,7,0.39,0,0,2,2,4.0,0.22
St Vincent,McSwiggen Shawn,18,71,20,215,3.03,85,515,.252,7,0.10,39,0.55,90,1.27,6,104,14,12,26.0,0.37
St Vincent,Wyant Zebadiah,21,55,15,171,3.11,88,470,.177,9,0.16,15,0.27,86,1.56,15,270,7,5,12.0,0.22
St Vincent,Klasnic Matthew,22,67,19,3,0.04,4,27,-.037,34,0.51,0,0.00,196,2.93,32,476,0,0,0,0.00
Thiel,Smith Zac,1,83,24,223,2.69,110,649,.174,11,0.13,21,0.25,202,2.43,14,324,6,22,28.0,0.34
Thiel,McInnis Connor,2,84,28,89,1.06,75,321,.044,16,0.19,6,0.07,120,1.43,21,383,7,11,18.0,0.21
Thiel,Long Cameron,3,92,26,0,0.00,6,40,-.150,31,0.34,0,0.00,278,3.02,28,405,0,0,0,0.00
Thiel,Cooper Ethan,4,60,21,8,0.13,10,44,-.045,431,7.18,14,0.23,88,1.47,1,1,2,2,4.0,0.07
Thiel,Gonzalez David,5,61,25,71,1.16,33,184,.207,8,0.13,11,0.18,78,1.28,5,131,4,1,5.0,0.08
Thiel,Govannucci JC,6,89,27,198,2.22,96,583,.175,9,0.10,11,0.12,142,1.60,0,0,15,39,54.0,0.61
Thiel,Cromwell-Young James,7,91,27,141,1.55,42,352,.281,2,0.02,5,0.05,25,0.27,0,5,13,39,52.0,0.57
Thiel,Gala Brandon,9,33,16,1,0.03,1,10,.000,4,0.12,1,0.03,24,0.73,2,66,0,0,0,0.00
Thiel,Hovan Josh,10,81,27,0,0.00,2,8,-.250,4,0.05,1,0.01,54,0.67,12,141,0,0,0,0.00
Thiel,Dies Jake,13,91,28,160,1.76,73,386,.225,23,0.25,35,0.38,61,0.67,3,43,16,44,60.0,0.66
Thiel,Pugh Josh,15,78,25,11,0.14,13,76,-.026,492,6.31,15,0.19,134,1.72,1,13,3,9,12.0,0.15
Thiel,Hussey Tyler,18,49,19,63,1.29,32,160,.194,3,0.06,14,0.29,35,0.71,14,103,1,4,5.0,0.10
Thiel,Zimmerman Will,20,72,27,50,0.69,19,115,.270,4,0.06,23,0.32,44,0.61,0,1,0,6,6.0,0.08
Thiel,Smeltzer Jacob,24,44,17,51,1.16,30,137,.153,2,0.05,4,0.09,15,0.34,0,0,2,9,11.0,0.25
Thiel,Proudfoot Kaleb,25,39,15,65,1.67,13,135,.385,1,0.03,0,0.00,13,0.33,0,0,6,15,21.0,0.54
Thiel,Koorsen Nick,33,42,15,0,0.00,0,5,.000,7,0.17,2,0.05,21,0.50,8,116,0,0,0,0.00
Augustuna,McNelis Garrett,03,47,20,71,1.51,41,182,.165,2,0.04,10,0.21,13,0.28,0,5,2,16,18.0,0.38
Augustuna,Sellers Max,4,84,24,1,0.01,1,11,.000,38,0.45,0,0.00,212,2.52,13,392,0,0,0,0.00
Augustuna,Pacheco Isaac,7,2,2,0,0.00,0,1,.000,0,0.00,0,0.00,0,0.00,0,1,0,0,0,0.00
Augustuna,Schultz Ben,10,85,24,151,1.78,41,325,.338,2,0.02,4,0.05,44,0.52,1,7,8,53,61.0,0.72
Augustuna,Reaban Micah,11,10,7,3,0.30,0,4,.750,41,4.10,0,0.00,6,0.60,0,0,0,2,2.0,0.20
Augustuna,Degnan Matthew,12,82,23,29,0.35,19,116,.086,664,8.10,21,0.26,91,1.11,1,6,3,26,29.0,0.35
Augustuna,Lamb Tom,13,36,15,40,1.11,18,88,.250,1,0.03,9,0.25,11,0.31,2,5,4,10,14.0,0.39
Augustuna,Dahl Quinby,14,11,6,0,0.00,1,2,-.500,0,0.00,0,0.00,1,0.09,1,6,0,0,0,0.00
Augustuna,Unyi Bill,16,1,1,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Augustuna,Bond Aiden,17,81,24,6,0.07,17,51,-.216,5,0.06,2,0.02,92,1.14,16,306,0,1,1.0,0.01
Augustuna,Hanusiak Nick,18,44,20,32,0.73,21,97,.113,3,0.07,8,0.18,14,0.32,0,4,4,28,32.0,0.73
Augustuna,Rembert Marcus,19,10,6,6,0.60,2,16,.250,0,0.00,3,0.30,7,0.70,0,1,0,4,4.0,0.40
Augustuna,Kearns Logan,20,15,10,2,0.13,3,13,-.077,1,0.07,1,0.07,1,0.07,0,0,1,0,1.0,0.07
Augustuna,Van Essen Josh,21,73,21,29,0.40,21,100,.080,13,0.18,10,0.14,107,1.47,11,227,1,1,2.0,0.03
Augustuna,Carlson Sean,22,47,18,102,2.17,66,258,.140,1,0.02,1,0.02,14,0.30,1,11,3,14,17.0,0.36
Augustuna,Moreano Zach,23,85,24,170,2.00,106,494,.130,7,0.08,24,0.28,91,1.07,18,361,5,22,27.0,0.32
Augustuna,Straw Alec,24,6,5,0,0.00,0,1,.000,0,0.00,0,0.00,2,0.33,3,9,0,0,0,0.00
Augustuna,Bolen Aidan,32,76,22,210,2.76,129,513,.158,3,0.04,25,0.33,46,0.61,19,163,4,23,27.0,0.36
Carthage,Schmidt Carter,1,64,19,205,3.20,69,428,.318,13,0.20,27,0.42,101,1.58,13,325,5,26,31.0,0.48
Carthage,Geiger Mitch,2,84,24,95,1.13,52,231,.186,22,0.26,23,0.27,116,1.38,15,362,0,15,15.0,0.18
Carthage,Jansen Drew,3,76,23,147,1.93,64,357,.232,13,0.17,17,0.22,98,1.29,17,312,8,20,28.0,0.37
Carthage,Gavin Easton,5,48,17,0,0.00,0,0,0,3,0.06,3,0.06,16,0.33,0,6,0,0,0,0.00
Carthage,Brumitt Keegan,6,17,8,18,1.06,10,48,.167,5,0.29,6,0.35,12,0.71,2,51,0,4,4.0,0.24
Carthage,Brunovskis Mik,7,9,4,7,0.78,5,18,.111,1,0.11,0,0.00,6,0.67,0,0,0,2,2.0,0.22
Carthage,Radecki Kyle,8,57,17,115,2.02,59,271,.207,8,0.14,6,0.11,74,1.30,2,2,1,28,29.0,0.51
Carthage,Girodat Justin,9,71,22,1,0.01,0,2,.500,1,0.01,10,0.14,39,0.55,0,0,0,0,0,0.00
Carthage,Martin Ty,10,12,6,8,0.67,3,14,.357,1,0.08,0,0.00,1,0.08,0,0,0,5,5.0,0.42
Carthage,McNulty Gene,11,84,24,24,0.29,10,61,.230,807,9.61,11,0.13,115,1.37,0,4,2,18,20.0,0.24
Carthage,Bulthuis Zach,14,84,23,201,2.39,34,354,.472,8,0.10,11,0.13,40,0.48,0,3,18,57,75.0,0.89
Carthage,Cholewinski Ryan,15,71,23,48,0.68,14,98,.347,1,0.01,1,0.01,6,0.08,0,0,13,30,43.0,0.61
Carthage,Flager-hearan Josiah,16,4,3,2,0.50,0,2,1.000,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00
Carthage,Veldman Grant,17,3,3,2,0.67,0,2,1.000,0,0.00,1,0.33,1,0.33,0,2,1,1,2.0,0.67
Carthage,Kolwicz Joe,18,25,9,0,0.00,0,0,0,6,0.24,8,0.32,6,0.24,0,0,0,0,0,0.00
Carthage,Morey Ryan,19,34,18,3,0.09,0,7,.429,79,2.32,0,0.00,11,0.32,0,1,1,3,4.0,0.12
Carthage,Noland Zack,20,10,5,0,0.00,0,0,0,0,0.00,0,0.00,1,0.10,0,0,0,0,0,0.00
Carthage,Yemm Michael,21,10,5,2,0.20,1,6,.167,1,0.10,0,0.00,6,0.60,1,8,0,0,0,0.00
Carthage,Markes David,22,79,22,181,2.29,55,356,.354,10,0.13,21,0.27,77,0.97,1,9,13,51,64.0,0.81
Carthage,McDonald Jack,24,71,19,2,0.03,0,8,.250,8,0.11,0,0.00,115,1.62,29,388,0,0,0,0.00
Illinois Wesleyan,Benson Bradley,2,62,18,1,0.02,0,7,.143,238,3.84,15,0.24,69,1.11,0,1,0,0,0,0.00
Illinois Wesleyan,Myers Ryan,3,71,23,140,1.97,78,400,.155,4,0.06,8,0.11,63,0.89,16,271,1,22,23.0,0.32
Illinois Wesleyan,Milka Jace,4,66,23,94,1.42,69,264,.095,9,0.14,7,0.11,57,0.86,11,306,5,8,13.0,0.20
Illinois Wesleyan,Eastman Michael,5,81,25,232,2.86,136,647,.148,14,0.17,30,0.37,120,1.48,20,437,6,15,21.0,0.26
Illinois Wesleyan,Weston Luke,7,38,16,0,0.00,0,1,.000,3,0.08,2,0.05,22,0.58,0,5,0,0,0,0.00
Illinois Wesleyan,Gomez Vic,8,8,6,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,3,0,0,0,0.00
Illinois Wesleyan,Casillas Noah,10,4,3,4,1.00,2,9,.222,0,0.00,0,0.00,1,0.25,0,0,0,1,1.0,0.25
Illinois Wesleyan,McGlashan-Bryant Blake,11,48,21,0,0.00,1,2,-.500,3,0.06,1,0.02,35,0.73,0,2,0,0,0,0.00
Illinois Wesleyan,Bennett Dominic,12,22,10,1,0.05,0,9,.111,62,2.82,3,0.14,20,0.91,0,1,0,0,0,0.00
Illinois Wesleyan,Johnson KJ,13,54,15,1,0.02,0,3,.333,12,0.22,0,0.00,81,1.50,7,142,0,0,0,0.00
Illinois Wesleyan,Blackmore Adam,14,85,25,1,0.01,0,3,.333,14,0.16,0,0.00,80,0.94,16,351,0,0,0,0.00
Illinois Wesleyan,Anderson Michael,15,4,3,0,0.00,4,8,-.500,0,0.00,0,0.00,2,0.50,0,0,0,2,2.0,0.50
Illinois Wesleyan,DiCosola Vince,16,82,24,11,0.13,4,33,.212,435,5.30,16,0.20,130,1.59,2,7,0,2,2.0,0.02
Illinois Wesleyan,Perez Julian,17,73,22,140,1.92,78,345,.180,5,0.07,0,0.00,21,0.29,0,1,7,32,39.0,0.53
Illinois Wesleyan,Hartke Luke,18,61,22,69,1.13,56,220,.059,2,0.03,1,0.02,22,0.36,4,43,3,12,15.0,0.25
Illinois Wesleyan,Kougan Jake,21,72,25,98,1.36,40,240,.242,8,0.11,13,0.18,35,0.49,2,3,11,29,40.0,0.56
Illinois Wesleyan,Mucha Alec,22,41,17,26,0.63,12,82,.171,3,0.07,6,0.15,15,0.37,1,5,3,26,29.0,0.71
