Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
7,Hayden Frear,1.0,2.0,4.0,9.0,-0.222,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.5,Home
17,Kory Grant,1.0,5.0,1.0,13.0,0.308,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,Home
23,Justin Gregory,1.0,5.0,1.0,12.0,0.333,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6.5,Home
13,Constantinos Iacovou,1.0,3.0,1.0,4.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,Home
5,Jackson Lahey,1.0,2.0,1.0,3.0,0.333,17.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.5,Home
6,Holden Maryott,1.0,3.0,1.0,6.0,0.333,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.5,Home
8,Mert Asma,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Home
1,Raymond Borges,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
24,Matthew Ekberg,1.0,2.0,0.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Home
2,Chance Gallardo,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Home
20,Maksim Kazanov,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Home
15,Tom Klotzbuecher,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Home
3,Christos Savvidis,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Home
10,Kerry Tao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Home
23,Michael Cummins,1.0,2.0,3.0,9.0,-0.111,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,Visitor
18,Pierce Faulcon,1.0,0.0,5.0,9.0,-0.556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,Visitor
13,Colin Mendoza,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Visitor
1,Jackson Rutkowski,1.0,4.0,3.0,11.0,0.091,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,6.5,Visitor
4,Davin Stevenson,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.5,Visitor
12,Dominic Wheaton,1.0,2.0,1.0,7.0,0.143,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,Visitor
21,Logan Chappel,1.0,2.0,6.0,9.0,-0.444,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Visitor
5,Xzaiver Dixson,1.0,0.0,2.0,2.0,-1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Visitor
8,Gabe Fabbro,1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Visitor
2,Cj Kingston,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
24,Cade Kinne,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Visitor
6,Benjamin Macleod,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
3,Kaeden Noble,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Visitor
11,Todd Sager,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Visitor
22,Connor Tyson,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,Visitor
18,,3.0,3.0,5.0,9.0,-0.222,1.0,2.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,7.5,Home
5,ayaaz Arif,3.0,3.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.5,Home
10,marcin Hoffman,3.0,11.0,1.0,19.0,0.526,0.0,6.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,17.0,Home
8,timothy Johnson,3.0,4.0,2.0,7.0,0.286,23.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,5.5,Home
17,jackson Stella,3.0,7.0,4.0,16.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.5,Home
7,david Vales,3.0,5.0,3.0,8.0,0.25,1.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,Home
15,van Gaetto,3.0,2.0,1.0,5.0,0.2,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,Home
1,dionte Garcia,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Home
8,daniel Earnest,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Visitor
6,caleb Goetz,3.0,3.0,1.0,4.0,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,Visitor
13,titus Huston,3.0,1.0,3.0,5.0,-0.4,8.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,Visitor
12,daniel Says,3.0,2.0,3.0,18.0,-0.056,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,Visitor
11,jj Schofield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
20,jacob Valeria,3.0,2.0,5.0,19.0,-0.158,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,Visitor
2,aaron Joyner,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
16,jonathan Knight,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,Visitor
7,tyler Lacock,3.0,4.0,3.0,9.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,Visitor
14,luke Nason,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Visitor
3,ben Yenger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
6,hunter Davis,4.0,8.0,3.0,18.0,0.278,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,10.0,Home
23,dawson Forney,4.0,11.0,3.0,21.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.5,Home
11,christian Herr,4.0,2.0,0.0,4.0,0.5,48.0,4.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,6.5,Home
10,dj Omogrosso,4.0,7.0,1.0,10.0,0.6,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,7.5,Home
3,jake Rotelle,4.0,10.0,5.0,33.0,0.152,0.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,Home
24,jordan Yoder,4.0,14.0,8.0,37.0,0.162,0.0,1.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,16.5,Home
21,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Home
2,ben Latham,4.0,1.0,0.0,2.0,0.5,3.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,Home
18,tyler Martin,4.0,1.0,0.0,2.0,0.5,1.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,Home
15,lucas Adam,4.0,8.0,0.0,21.0,0.381,0.0,0.0,3.0,2.0,8.0,0.0,1.0,0.0,0.0,8.5,Visitor
2,max Bagileo,4.0,3.0,1.0,11.0,0.182,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,Visitor
3,symir Byrd,4.0,8.0,2.0,23.0,0.261,0.0,1.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,9.0,Visitor
7,josiah Cash,4.0,3.0,0.0,7.0,0.429,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,5.5,Visitor
23,chris Miller,4.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,Visitor
20,rodney Quarles,4.0,16.0,7.0,32.0,0.281,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,16.5,Visitor
18,jarred Barch,4.0,3.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.5,Visitor
6,max Bushong,4.0,1.0,2.0,5.0,-0.2,1.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,Visitor
4,jeremiah Pha,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Visitor
10,andres Suarez batista,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
1,brooks Cowart,5.0,6.0,3.0,20.0,0.15,2.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,7.5,Home
3,owen Hahn,5.0,7.0,1.0,10.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.5,Home
2,kody Rogan,5.0,3.0,6.0,16.0,-0.188,14.0,1.0,4.0,0.0,7.0,0.0,2.0,0.0,2.0,5.0,Home
8,cade Terrell,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Home
7,phillip Van essendelft,5.0,5.0,1.0,7.0,0.571,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,8.0,Home
12,ian Wagenhauser,5.0,15.0,9.0,31.0,0.194,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,17.0,Home
9,matteo Deluca,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Home
