Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
12,mark Berry,4.0,11.0,5.0,28.0,0.214,1.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,13.0,Home
20,dylan Mcclung,4.0,9.0,2.0,17.0,0.412,0.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,13.5,Home
15,patrick Mucherino,4.0,13.0,4.0,37.0,0.243,0.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,Home
11,teddy Payne,3.0,4.0,0.0,5.0,0.8,29.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,Home
4,jaron Popp,3.0,1.0,3.0,4.0,-0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Home
13,carlos Santa cruz,3.0,8.0,3.0,24.0,0.208,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,10.5,Home
10,,2.0,0.0,1.0,3.0,-0.333,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Home
6,angus Henricks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
16,bartek Olczyk,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Home
19,colin Stevens,1.0,1.0,0.0,2.0,0.5,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Home
8,carlos Terrassa,1.0,4.0,2.0,9.0,0.222,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,Home
7,cole Younger,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Home
19,percy Bickford,4.0,7.0,4.0,17.0,0.176,3.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,7.5,Visitor
15,connor Feulner,4.0,9.0,0.0,11.0,0.818,3.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,12.5,Visitor
3,tyler Hoke,3.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,Visitor
29,nathan Lancia,4.0,12.0,1.0,22.0,0.5,0.0,1.0,2.0,1.0,10.0,0.0,1.0,0.0,0.0,13.5,Visitor
20,louden Moran,4.0,8.0,1.0,12.0,0.583,29.0,1.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,11.0,Visitor
18,koby Sherman,4.0,4.0,2.0,17.0,0.118,3.0,2.0,4.0,0.0,10.0,1.0,2.0,0.0,0.0,8.0,Visitor
28,jack Hershman,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Visitor
5,phu-quy Ho,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,Visitor
16,jesse Knuckles,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Visitor
8,christopher Varseveld,2.0,2.0,3.0,5.0,-0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,Visitor
