Team,Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Opponent
Saint Vincent,17,rocco Marino,5.0,0.0,3.0,8.0,-0.375,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,18,shawn Mcswiggen,5.0,31.0,4.0,64.0,0.422,1.0,2.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,12,matthew Minkin,5.0,12.0,7.0,36.0,0.139,4.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0,Penn St.-Altoona
Saint Vincent,6,zachary Mumpower,5.0,1.0,0.0,2.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Penn St.-Altoona
Saint Vincent,3,zach Wyant,5.0,4.0,3.0,11.0,0.091,44.0,1.0,3.0,0.0,12.0,1.0,0.0,2.0,0.0,Penn St.-Altoona
Saint Vincent,21,zebadiah Wyant,5.0,11.0,6.0,30.0,0.167,1.0,0.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,4,josh Havrilla,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,22,matthew Klasnic,5.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,5,stephen Laun,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,5,willem Del priore,5.0,22.0,10.0,53.0,0.226,0.0,1.0,2.0,0.0,10.0,1.0,0.0,2.0,0.0,Penn St.-Altoona
Saint Vincent,18,connor Ebersole,5.0,10.0,3.0,23.0,0.304,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,3,avery Farabaugh,5.0,20.0,10.0,47.0,0.213,2.0,5.0,6.0,0.0,18.0,4.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,12,mason Grover,5.0,1.0,1.0,2.0,0.0,56.0,2.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,17,jared Kish,5.0,9.0,1.0,18.0,0.444,2.0,0.0,0.0,2.0,9.0,3.0,1.0,1.0,0.0,Penn St.-Altoona
Saint Vincent,1,xavier Vang,5.0,6.0,4.0,25.0,0.08,3.0,1.0,2.0,0.0,18.0,0.0,0.0,1.0,0.0,Penn St.-Altoona
Saint Vincent,10,joshua Diefenderfer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,9,landen Fisher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,8,owen Pratt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Saint Vincent,15,aidan Tsang,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Penn St.-Altoona
Penn St.-Altoona,5,willem Del priore,3.0,5.0,1.0,11.0,0.364,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,Mount Aloysius
Penn St.-Altoona,18,connor Ebersole,3.0,5.0,0.0,8.0,0.625,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Mount Aloysius
Penn St.-Altoona,3,avery Farabaugh,3.0,13.0,3.0,20.0,0.5,1.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,12,mason Grover,3.0,0.0,1.0,4.0,-0.25,32.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,17,jared Kish,3.0,7.0,0.0,9.0,0.778,2.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,1,xavier Vang,3.0,4.0,0.0,7.0,0.571,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,10,joshua Diefenderfer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,9,landen Fisher,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,4,justin Fleck,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,19,zach Gahagan,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,8,owen Pratt,3.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,15,aidan Tsang,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,20,matt Yadush,2.0,0.0,1.0,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,7,matthew Franz,3.0,4.0,2.0,17.0,0.118,0.0,2.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,Mount Aloysius
Penn St.-Altoona,20,jason Freed,3.0,2.0,5.0,10.0,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,Mount Aloysius
Penn St.-Altoona,11,tayshaun Johnson,3.0,3.0,1.0,6.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,24,connor O'mealia,3.0,4.0,5.0,18.0,-0.056,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,12,evan Schmidt,3.0,0.0,1.0,2.0,-0.5,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Mount Aloysius
Penn St.-Altoona,8,andrew Wlodarczyk,3.0,9.0,7.0,26.0,0.077,0.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,Mount Aloysius
Penn St.-Altoona,10,corey Obeldobel,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,Mount Aloysius
Penn St.-Altoona,14,landon Smith,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,17,rocco Marino,3.0,5.0,0.0,10.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,18,shawn Mcswiggen,3.0,7.0,5.0,23.0,0.087,0.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,Mount Aloysius
Saint Vincent,12,matthew Minkin,3.0,8.0,0.0,20.0,0.4,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,6,zachary Mumpower,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,3,zach Wyant,3.0,3.0,0.0,3.0,1.0,27.0,1.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,Mount Aloysius
Saint Vincent,21,zebadiah Wyant,3.0,15.0,1.0,24.0,0.583,2.0,1.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,Mount Aloysius
Saint Vincent,9,anthony Ditonto,3.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,4,josh Havrilla,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,22,matthew Klasnic,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,5,stephen Laun,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,13,tyler Nelson,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,14,nicholas Serapiglia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,16,chrystiaan Sexton,1.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,7,matthew Franz,3.0,9.0,8.0,33.0,0.03,1.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,20,jason Freed,3.0,5.0,1.0,10.0,0.4,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,Mount Aloysius
Saint Vincent,11,tayshaun Johnson,3.0,1.0,2.0,3.0,-0.333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,24,connor O'mealia,3.0,6.0,3.0,18.0,0.167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,12,evan Schmidt,3.0,1.0,2.0,5.0,-0.2,25.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,Mount Aloysius
Saint Vincent,8,andrew Wlodarczyk,3.0,8.0,5.0,26.0,0.115,3.0,1.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,Mount Aloysius
Saint Vincent,10,corey Obeldobel,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,Mount Aloysius
