Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set,Points,Points/Set
Trine,Hunter Haas,2,34,10,1,0.03,2,6,-.167,17,0.50,0,0.00,114,3.35,170,7,0,0,0,0.00,1.0,0.0
Trine,Gage Petrock,3,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Trine,Mehm Mon,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trine,Johnson-Kuhao Ho'okano-Pelekai,5,36,10,79,2.19,38,245,.167,8,0.22,8,0.22,48,1.33,168,7,1,5,6,0.17,90.5,2.5
Trine,Nathan Rebhorn,6,2,2,4,2.00,0,10,.400,0,0.00,0,0.00,2,1.00,14,0,0,0,0,0.00,4.0,2.0
Trine,Kyle Seier,7,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Trine,Chris Shively,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trine,Seth McDonald,9,1,1,0,0.00,0,0,-,0,0.00,1,1.00,0,0.00,0,0,0,0,0,0.00,1.0,1.0
Trine,Nick Woolley,10,37,10,9,0.24,6,33,.091,347,9.38,8,0.22,77,2.08,3,0,2,13,15,0.41,25.5,0.7
Trine,Christian Jones,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trine,DJ Vinson,13,5,4,6,1.20,1,10,.500,0,0.00,0,0.00,3,0.60,0,0,0,1,1,0.20,6.5,1.3
Trine,Ted Hofmeister,14,33,9,116,3.52,39,256,.301,11,0.33,5,0.15,67,2.03,203,9,2,7,9,0.27,126.5,3.8
Trine,Quincy Zook,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trine,Bryan Maida,16,20,6,0,0.00,0,1,.000,2,0.10,0,0.00,24,1.20,38,2,0,0,0,0.00,0.0,0.0
Trine,Jacob Seier,17,1,1,0,0.00,0,0,-,0,0.00,1,1.00,0,0.00,0,0,0,0,0,0.00,1.0,1.0
Trine,Matt Stillman,18,7,3,10,1.43,4,22,.273,1,0.14,1,0.14,3,0.43,0,0,2,3,5,0.71,14.5,2.1
Trine,Liam Northrup,19,16,6,18,1.13,5,42,.310,1,0.06,4,0.25,0,0.00,1,0,1,17,18,1.13,31.5,2.0
Trine,Kevin Boncaro,20,35,10,107,3.06,43,327,.196,1,0.03,7,0.20,57,1.63,3,1,4,16,20,0.57,126.0,3.6
Trine,Karl Both,21,35,10,48,1.37,21,107,.252,1,0.03,7,0.20,12,0.34,3,0,11,19,30,0.86,75.5,2.2
Trine,Ethan McLenon,22,14,7,20,1.43,11,47,.191,3,0.21,2,0.14,11,0.79,33,1,3,4,7,0.50,27.0,1.9
Trine,Dylan Klumpp,23,2,2,1,0.50,3,8,-.250,0,0.00,0,0.00,0,0.00,2,0,0,1,1,0.50,1.5,0.8
Trine,Andrew Guillaume,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trine,Landon Barrow,25,15,6,8,0.53,4,34,.118,1,0.07,1,0.07,3,0.20,0,0,3,6,9,0.60,15.0,1.0
