Number,Name,Sets,Kills,Errors,Total Attempts,Hit Percentage,Assists,Service Aces,Service Errors,Reception Errors,Digs,Block Solo,Block Assists,Block Errors,Ball Handling Errors,Points,Team
14,dyer Ball,3.0,8.0,4.0,19.0,0.211,0.0,2.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,12.5,Home
12,ryan Bartz,3.0,16.0,1.0,17.0,0.882,0.0,3.0,3.0,1.0,9.0,1.0,2.0,0.0,0.0,21.0,Home
2,nathan Goh,3.0,9.0,3.0,19.0,0.316,0.0,0.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,11.0,Home
15,eyal Rawitz,3.0,4.0,1.0,9.0,0.333,1.0,3.0,1.0,0.0,4.0,0.0,9.0,0.0,0.0,11.5,Home
6,griffin Satterfield,3.0,1.0,0.0,3.0,0.333,37.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.5,Home
10,rodney Wallace,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
5,mason Connor,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
1,cameron Gray,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Home
21,will Patterson,2.0,4.0,2.0,10.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Home
4,xander Pink,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Home
11,lukas Pytlak,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Home
20,kevin Boncaro,3.0,6.0,5.0,21.0,0.048,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,Visitor
5,johnson-kuhao Ho'okano-pelekai,3.0,7.0,3.0,27.0,0.148,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,Visitor
14,ted Hofmesiter,3.0,7.0,4.0,18.0,0.167,0.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,10.0,Visitor
19,liam Northrup,3.0,2.0,0.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.5,Visitor
18,matt Stillman,2.0,1.0,2.0,4.0,-0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Visitor
10,nick Woolley,3.0,0.0,1.0,2.0,-0.5,18.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.5,Visitor
21,karl Both,2.0,0.0,2.0,3.0,-0.667,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Visitor
2,hunter Haas,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Visitor
16,bryan Maida,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Visitor
13,dj Vinson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitor
12,owen Kelley,3.0,11.0,5.0,30.0,0.2,1.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,12.0,Home
4,carter Milroy,3.0,9.0,4.0,23.0,0.217,4.0,0.0,4.0,0.0,8.0,0.0,3.0,0.0,0.0,10.5,Home
16,decker Milroy,3.0,2.0,3.0,9.0,-0.111,29.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,2.0,2.5,Home
8,peter Samuelsen,3.0,1.0,0.0,2.0,0.5,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,Home
18,daniel Spear,3.0,3.0,4.0,10.0,-0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,Home
