Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set,Points,Points/Set
Yeshiva,Braun Avi,4,63,18,6,0.1,8,37,-0.054,9,0.14,1,0.02,255,4.05,27,404,0,0,0.0,0.0,,
Yeshiva,Cohen David,5,5,4,1,0.2,0,1,1.0,0,0.0,2,0.4,0,0.0,0,0,0,0,0.0,0.0,,
Yeshiva,Smillie Benjamin,6,70,20,98,1.4,71,357,0.076,18,0.26,29,0.41,171,2.44,44,338,2,5,7.0,0.1,,
Yeshiva,Werta Jonathan,7,24,18,15,0.63,13,65,0.031,3,0.13,3,0.13,12,0.5,7,43,0,2,2.0,0.08,,
Yeshiva,Kolom Amitai,8,58,17,125,2.16,70,394,0.14,16,0.28,9,0.16,112,1.93,46,254,1,9,10.0,0.17,,
Yeshiva,Horn Eidan,10,40,15,25,0.63,19,88,0.068,110,2.75,7,0.18,51,1.28,9,24,0,5,5.0,0.13,,
Yeshiva,Mitchell Ari,12,8,4,2,0.25,5,9,-0.333,1,0.13,0,0.0,0,0.0,0,0,1,1,2.0,0.25,,
Yeshiva,Aberman Shmuel,13,70,22,54,0.77,40,273,0.051,7,0.1,14,0.2,121,1.73,20,128,6,13,19.0,0.27,,
Yeshiva,Lesnoy Zanvy,15,36,14,15,0.42,12,77,0.039,15,0.42,3,0.08,24,0.67,13,38,2,2,4.0,0.11,,
Yeshiva,Friedman Lavi,16,77,23,104,1.35,59,309,0.146,11,0.14,17,0.22,37,0.48,4,19,18,24,42.0,0.55,,
Yeshiva,Kamornick Akiva,17,5,2,0,0.0,1,10,-0.1,0,0.0,0,0.0,2,0.4,0,0,0,0,0.0,0.0,,
Yeshiva,Benjamin Eliezer,21,83,25,94,1.13,58,311,0.116,8,0.1,35,0.42,44,0.53,2,8,16,19,35.0,0.42,,
